id,med_num_br,pct_larg_house_occup,pct_rec_immig5,pct_born_same_state,pct_rec_immig10,pct_rec_immig8,pct_b_sor_more,med_fam_inc,pct_larg_house_fam,own_occ_med_val,violent_crimes_per_pop
903,0.5,0.1,0.02,0.84,0.02,0.02,0.25,0.19,0.1,0.08,0.32
904,0.5,0.14,0.05,0.66,0.04,0.05,0.41,0.45,0.14,0.18,0.2
905,0.5,0.21,0.13,0.32,0.14,0.13,0.67,0.75,0.18,0.6,0.02
906,0.5,0.15,0.02,0.86,0.03,0.02,0.47,0.43,0.13,0.18,0.0
907,0.5,0.2,0.07,0.65,0.06,0.07,0.31,0.28,0.23,0.07,0.65
908,0.0,0.19,0.06,0.83,0.05,0.05,0.26,0.18,0.25,0.05,0.41
909,0.5,1.0,0.02,0.82,0.04,0.03,0.31,0.27,1.0,0.11,0.08
910,0.0,0.11,0.06,0.75,0.05,0.06,0.37,0.14,0.14,0.04,0.22
911,0.5,0.12,0.03,0.54,0.08,0.07,0.27,0.31,0.14,0.12,0.1
912,0.5,0.31,0.07,0.88,0.1,0.08,0.72,0.8,0.34,0.76,0.08
913,0.5,0.14,0.03,0.78,0.03,0.03,0.33,0.45,0.13,0.17,0.09
914,0.5,0.15,0.0,0.94,0.0,0.0,0.24,0.23,0.16,0.08,0.52
915,0.5,0.45,0.62,0.22,0.65,0.65,0.56,0.58,0.5,0.55,0.26
916,0.5,0.26,0.01,0.65,0.01,0.01,0.29,0.34,0.24,0.11,0.5
917,0.0,0.82,1.0,0.35,1.0,1.0,0.38,0.47,0.88,0.74,0.24
918,0.0,0.15,0.11,0.67,0.12,0.13,0.3,0.23,0.17,0.07,0.3
919,0.0,0.1,0.1,0.72,0.08,0.09,0.29,0.38,0.11,0.14,0.01
920,0.0,0.08,0.25,0.34,0.17,0.2,0.54,0.32,0.08,0.2,0.12
921,0.5,0.25,0.08,0.67,0.07,0.07,0.18,0.28,0.27,0.1,0.22
922,0.5,0.21,0.28,0.7,0.31,0.3,0.14,0.21,0.23,0.27,0.59
923,0.0,0.11,0.19,0.54,0.15,0.17,0.65,0.63,0.13,0.99,0.06
924,0.0,1.0,0.42,0.59,0.48,0.43,0.18,0.08,0.96,0.04,0.07
925,0.5,0.15,0.03,0.89,0.03,0.03,0.2,0.37,0.14,0.32,0.04
926,0.5,0.14,0.02,0.79,0.02,0.02,0.21,0.25,0.14,0.1,0.35
927,0.0,0.12,0.03,0.64,0.04,0.05,0.27,0.29,0.13,0.11,0.11
928,0.5,0.18,0.03,0.68,0.03,0.03,0.35,0.36,0.19,0.38,0.16
929,0.5,0.53,0.11,0.3,0.08,0.1,0.47,0.44,0.52,0.25,0.1
930,0.5,0.11,0.07,0.74,0.04,0.05,0.28,0.32,0.13,0.25,0.69
931,0.0,0.14,0.37,0.4,0.31,0.36,0.66,0.26,0.19,0.11,0.65
932,0.5,0.25,0.01,0.8,0.02,0.01,0.17,0.25,0.26,0.08,0.18
933,0.5,0.15,0.05,0.92,0.04,0.04,0.14,0.26,0.19,0.19,0.28
934,0.5,0.21,0.27,0.82,0.23,0.21,0.27,0.28,0.24,0.07,0.02
935,0.5,0.19,0.02,0.72,0.05,0.04,0.33,0.46,0.16,0.31,0.03
936,0.5,0.11,0.07,0.48,0.09,0.08,0.57,0.57,0.1,0.18,0.06
937,0.0,0.47,0.16,0.48,0.14,0.16,0.26,0.33,0.59,0.25,0.24
938,0.5,0.3,0.27,0.44,0.28,0.27,0.33,0.62,0.3,0.49,0.02
939,0.5,0.12,0.21,0.56,0.17,0.19,1.0,0.76,0.13,0.34,0.17
940,0.0,1.0,1.0,0.38,1.0,1.0,0.11,0.1,1.0,0.12,0.34
941,0.5,0.42,0.08,0.4,0.08,0.08,0.12,0.35,0.4,0.2,0.16
942,0.5,0.14,0.23,0.25,0.21,0.22,0.75,0.7,0.13,0.35,0.08
943,1.0,0.15,0.15,0.53,0.13,0.16,0.96,0.9,0.12,0.47,0.03
944,0.5,0.08,0.05,0.69,0.04,0.04,0.38,0.27,0.07,0.12,0.25
945,0.0,0.1,0.04,0.84,0.03,0.03,0.25,0.19,0.11,0.05,0.22
946,0.5,0.15,0.01,0.78,0.01,0.01,0.16,0.26,0.16,0.06,0.18
947,0.5,0.16,0.03,0.7,0.03,0.04,0.65,0.58,0.14,0.24,0.05
948,0.0,0.22,0.78,0.51,0.67,0.68,0.23,0.37,0.25,0.47,0.13
949,0.5,0.28,0.01,0.86,0.02,0.02,0.16,0.1,0.34,0.03,0.3
950,0.0,0.34,0.02,0.79,0.02,0.01,0.11,0.13,0.42,0.03,0.45
951,0.0,0.18,0.05,0.73,0.05,0.05,0.38,0.22,0.26,0.12,0.67
952,0.0,0.18,0.35,0.54,0.41,0.41,0.26,0.43,0.21,0.5,0.37
953,0.5,0.21,0.1,0.78,0.1,0.08,0.24,0.27,0.23,0.08,0.15
954,0.5,0.19,0.01,0.6,0.02,0.01,0.27,0.32,0.21,0.25,0.26
955,0.5,0.21,0.05,0.81,0.04,0.05,0.3,0.28,0.22,0.08,0.13
956,0.0,0.35,0.39,0.68,0.44,0.41,0.28,0.2,0.38,0.1,0.58
957,0.5,0.28,0.15,0.53,0.2,0.18,0.79,0.97,0.24,0.71,0.02
958,0.5,0.48,0.06,0.83,0.05,0.06,0.38,0.1,0.58,0.07,0.81
959,0.5,0.12,0.01,0.46,0.03,0.03,0.68,0.46,0.12,0.21,0.06
960,0.5,0.13,0.11,0.7,0.08,0.09,0.96,0.67,0.13,0.28,0.12
961,0.5,0.1,0.0,0.92,0.01,0.0,0.14,0.22,0.11,0.07,0.07
962,0.5,0.3,0.08,0.62,0.11,0.09,0.23,0.41,0.25,0.12,0.07
963,0.5,0.14,0.01,0.85,0.02,0.02,0.31,0.29,0.15,0.08,0.06
964,0.0,0.15,0.13,0.77,0.08,0.11,0.59,0.33,0.22,0.1,0.06
965,0.0,0.13,0.05,0.86,0.03,0.04,0.36,0.21,0.2,0.04,1.0
966,0.5,0.22,0.04,0.47,0.05,0.04,0.39,0.39,0.19,0.12,0.07
967,0.5,0.27,0.03,0.74,0.05,0.02,0.29,0.43,0.25,0.32,0.08
968,0.5,0.28,0.15,0.69,0.19,0.17,0.56,0.74,0.24,0.63,0.04
969,0.5,0.15,0.43,0.33,0.4,0.42,0.75,0.59,0.17,0.5,0.09
970,0.5,0.13,0.06,0.79,0.07,0.07,0.45,0.5,0.14,0.45,0.04
971,0.0,0.17,0.12,0.58,0.18,0.15,0.26,0.24,0.19,0.07,0.29
972,0.5,0.15,0.08,0.79,0.1,0.08,0.09,0.18,0.17,0.04,0.05
973,0.5,0.17,0.06,0.43,0.07,0.07,0.49,0.63,0.16,0.48,0.02
974,0.5,0.19,0.0,0.87,0.0,0.0,0.11,0.21,0.2,0.05,0.11
975,0.0,1.0,0.93,0.37,1.0,1.0,0.2,0.35,1.0,0.54,0.68
976,0.5,0.16,0.02,0.71,0.02,0.03,0.4,0.52,0.15,0.35,0.03
977,0.5,0.21,0.04,0.3,0.06,0.04,0.53,0.62,0.18,0.34,0.01
978,0.0,0.16,0.05,0.72,0.04,0.04,0.55,0.27,0.23,0.14,0.65
979,0.5,0.25,0.02,0.93,0.03,0.03,0.25,0.51,0.25,0.42,0.2
980,0.5,0.12,0.04,0.6,0.05,0.05,0.37,0.43,0.13,0.14,0.12
981,0.5,0.31,0.23,0.33,0.28,0.25,0.41,0.55,0.32,0.37,0.12
982,0.0,0.14,0.11,0.58,0.07,0.09,0.72,0.19,0.19,0.08,0.03
983,0.5,0.15,0.05,0.82,0.04,0.04,0.26,0.32,0.15,0.1,0.05
984,0.0,0.2,0.04,0.75,0.06,0.05,0.32,0.24,0.23,0.09,0.48
985,0.5,0.27,0.05,0.72,0.05,0.05,0.32,0.48,0.26,0.36,0.08
986,0.0,0.16,0.14,0.41,0.12,0.13,0.52,0.35,0.22,0.39,0.49
987,0.5,0.19,0.03,0.78,0.03,0.04,0.34,0.45,0.19,0.37,0.23
988,0.5,0.19,0.04,0.81,0.03,0.03,0.2,0.19,0.21,0.05,0.1
989,0.5,0.36,0.01,0.79,0.01,0.01,0.22,0.21,0.39,0.11,0.37
990,0.0,0.23,0.02,0.83,0.02,0.02,0.13,0.22,0.28,0.07,0.12
991,0.5,0.21,0.09,0.76,0.07,0.08,0.49,0.62,0.19,0.27,0.02
992,0.0,0.19,0.08,0.61,0.06,0.07,0.66,0.31,0.29,0.21,0.42
993,0.5,0.15,0.01,0.78,0.01,0.02,0.13,0.29,0.13,0.09,0.65
994,0.5,0.59,0.1,0.62,0.11,0.1,0.25,0.23,0.61,0.13,0.66
995,0.5,0.16,0.04,0.86,0.03,0.03,0.18,0.3,0.18,0.08,0.12
996,0.0,0.33,0.07,0.7,0.07,0.07,0.11,0.13,0.42,0.04,0.69
997,0.5,0.14,0.1,0.69,0.09,0.09,0.59,0.63,0.14,0.42,0.15
998,1.0,0.21,0.12,0.22,0.14,0.14,1.0,1.0,0.19,1.0,0.02
999,0.5,0.06,0.02,0.83,0.02,0.02,0.36,0.3,0.06,0.1,0.09
1000,0.0,0.09,0.06,0.71,0.06,0.05,0.53,0.56,0.1,0.48,0.03
1001,0.5,0.37,0.34,0.79,0.31,0.32,0.19,0.36,0.4,0.32,0.54
1002,0.0,0.01,0.03,0.61,0.04,0.04,0.71,0.3,0.03,0.18,0.06
1003,0.5,0.46,0.23,0.4,0.22,0.25,0.21,0.22,0.44,0.19,0.29
1004,0.0,0.17,0.07,0.78,0.08,0.08,0.29,0.28,0.2,0.07,0.19
1005,0.5,0.34,0.12,0.74,0.18,0.16,0.33,0.3,0.36,0.14,0.5
1006,0.5,0.18,0.07,0.85,0.05,0.06,0.42,0.55,0.18,0.48,0.11
1007,0.5,0.21,0.0,0.55,0.01,0.01,0.2,0.24,0.19,0.06,0.06
1008,0.5,0.19,0.15,0.54,0.11,0.14,0.69,0.77,0.17,0.56,0.02
1009,0.0,0.34,0.08,0.73,0.1,0.08,0.2,0.19,0.46,0.1,0.36
1010,0.5,0.32,0.24,0.61,0.24,0.24,0.26,0.34,0.34,0.31,0.24
1011,0.0,0.71,0.46,0.49,0.53,0.5,0.1,0.25,0.69,0.26,0.57
1012,0.5,0.15,0.01,0.84,0.01,0.01,0.16,0.22,0.17,0.07,0.45
1013,0.5,0.2,0.02,0.72,0.02,0.03,0.4,0.57,0.18,0.4,0.03
1014,0.0,0.14,0.19,0.73,0.24,0.23,0.25,0.49,0.15,0.46,0.06
1015,0.5,0.06,0.15,0.44,0.15,0.16,0.93,0.96,0.07,1.0,0.14
1016,0.5,0.37,0.05,0.91,0.04,0.05,0.25,0.49,0.35,0.38,0.13
1017,0.5,0.11,0.1,0.51,0.09,0.1,0.64,0.51,0.11,0.28,0.05
1018,0.5,0.72,0.16,0.48,0.16,0.15,0.18,0.22,0.71,0.1,0.07
1019,0.0,0.12,0.0,0.78,0.0,0.0,0.17,0.21,0.12,0.07,0.53
1020,0.5,0.15,0.01,0.94,0.02,0.01,0.21,0.18,0.16,0.01,0.05
1021,0.0,0.23,0.25,0.73,0.26,0.29,0.34,0.3,0.31,0.31,0.45
1022,0.5,0.09,0.01,0.5,0.01,0.01,0.17,0.3,0.08,0.07,0.1
1023,0.0,0.07,0.3,0.4,0.28,0.3,0.77,0.68,0.09,0.8,0.12
1024,0.5,0.71,0.02,0.72,0.04,0.03,0.24,0.35,0.68,0.12,0.15
1025,0.5,0.24,0.01,0.52,0.03,0.02,0.11,0.37,0.23,0.19,0.03
1026,0.0,1.0,1.0,0.43,1.0,1.0,0.1,0.12,1.0,0.12,0.31
1027,0.5,0.08,0.13,0.44,0.1,0.12,0.57,0.42,0.08,0.11,0.14
1028,0.5,0.22,0.09,0.72,0.09,0.11,0.59,0.64,0.23,0.41,0.03
1029,0.5,0.14,0.01,0.75,0.03,0.02,0.63,0.62,0.11,0.29,0.01
1030,0.0,0.15,0.43,0.33,0.45,0.47,0.37,0.47,0.19,0.44,0.31
1031,0.5,0.36,0.06,0.87,0.05,0.05,0.33,0.46,0.33,0.15,0.03
1032,0.0,0.14,0.27,0.44,0.29,0.33,0.42,0.43,0.16,0.42,0.09
1033,0.5,0.19,0.14,0.87,0.09,0.11,0.14,0.25,0.2,0.07,0.11
1034,0.5,0.35,0.06,0.63,0.07,0.06,0.22,0.46,0.33,0.09,0.16
1035,0.5,0.32,0.2,0.59,0.29,0.27,0.36,0.56,0.34,0.72,0.26
1036,0.0,0.37,0.44,0.57,0.46,0.46,0.26,0.26,0.4,0.29,0.35
1037,0.0,0.62,0.52,0.57,0.37,0.43,0.6,0.18,0.63,0.12,0.04
1038,0.0,0.21,0.49,0.2,0.57,0.51,0.34,0.3,0.32,0.22,0.59
1039,0.0,0.3,1.0,0.46,1.0,1.0,0.23,0.35,0.33,0.37,0.24
1040,0.5,0.45,0.44,0.76,0.51,0.45,0.2,0.18,0.49,0.05,0.15
1041,0.5,0.26,0.65,0.17,0.56,0.61,0.74,0.75,0.25,0.55,0.04
1042,0.5,0.18,0.11,0.68,0.14,0.14,0.26,0.57,0.17,0.39,0.12
1043,0.0,0.15,0.13,0.29,0.14,0.14,0.42,0.36,0.17,0.16,0.75
1044,0.5,0.33,0.17,0.73,0.18,0.15,0.19,0.13,0.36,0.05,0.12
1045,0.0,0.15,0.28,0.25,0.3,0.29,0.32,0.41,0.16,0.24,0.22
1046,0.5,0.1,0.02,0.74,0.02,0.02,0.44,0.45,0.08,0.14,0.16
1047,0.0,0.42,0.11,0.44,0.13,0.12,0.11,0.12,0.44,0.05,0.45
1048,0.5,0.11,0.02,0.81,0.05,0.04,0.29,0.49,0.1,0.42,0.09
1049,0.0,0.2,0.37,0.36,0.41,0.39,0.9,0.75,0.28,1.0,0.25
1050,0.5,0.15,0.08,0.84,0.09,0.1,0.27,0.24,0.2,0.17,0.43
1051,0.5,0.44,0.03,0.86,0.04,0.03,0.2,0.2,0.45,0.05,0.1
1052,0.0,0.29,0.01,0.69,0.02,0.02,0.13,0.21,0.34,0.05,0.27
1053,0.0,0.2,0.23,0.23,0.24,0.23,0.24,0.36,0.22,0.21,0.2
1054,0.5,0.09,0.6,0.32,0.52,0.59,1.0,0.81,0.1,1.0,0.1
1055,0.5,0.22,0.1,0.53,0.18,0.14,0.52,0.5,0.2,0.13,0.05
1056,0.0,0.11,0.03,0.46,0.02,0.03,0.14,0.25,0.12,0.07,0.09
1057,0.5,0.29,0.02,0.91,0.01,0.01,0.32,0.48,0.26,0.3,0.11
1058,0.5,0.08,0.11,0.37,0.11,0.11,0.8,0.56,0.07,0.21,0.08
1059,0.5,0.2,0.08,0.85,0.08,0.1,0.51,0.59,0.21,0.51,0.03
1060,0.0,0.22,0.14,0.56,0.16,0.14,0.27,0.29,0.26,0.16,0.09
1061,0.5,0.13,0.01,0.81,0.03,0.01,0.36,0.43,0.12,0.38,0.03
1062,0.5,0.1,0.01,0.77,0.01,0.01,0.23,0.24,0.09,0.08,0.15
1063,0.5,0.25,0.07,0.62,0.06,0.06,0.22,0.45,0.24,0.25,0.06
1064,0.0,0.25,0.38,0.58,0.33,0.37,0.3,0.41,0.27,0.45,0.25
1065,0.0,0.24,0.11,0.72,0.1,0.11,0.27,0.25,0.27,0.04,0.63
1066,0.5,0.17,0.01,0.88,0.01,0.01,0.31,0.48,0.15,0.18,0.04
1067,0.5,0.17,0.09,0.61,0.09,0.09,0.72,0.61,0.17,0.38,0.03
1068,0.0,0.21,0.55,0.48,0.45,0.5,0.82,0.25,0.2,0.21,0.15
1069,0.5,0.14,0.13,0.7,0.11,0.12,0.64,0.29,0.16,0.09,0.03
1070,0.5,0.17,0.15,0.68,0.11,0.12,0.13,0.45,0.17,0.35,0.05
1071,0.0,0.65,1.0,0.31,1.0,1.0,0.36,0.3,0.83,0.66,1.0
1072,0.5,0.31,0.12,0.71,0.1,0.1,0.46,0.69,0.28,0.54,0.05
1073,0.0,0.15,0.19,0.33,0.18,0.18,0.46,0.48,0.17,0.34,0.03
1074,0.0,0.16,0.33,0.71,0.25,0.29,0.67,0.21,0.21,0.1,0.29
1075,0.5,0.06,0.02,0.9,0.02,0.01,0.22,0.36,0.05,0.17,0.05
1076,0.0,0.21,0.11,0.63,0.14,0.12,0.34,0.26,0.24,0.09,0.57
1077,0.0,0.11,0.1,0.45,0.09,0.09,0.39,0.36,0.12,0.28,0.04
1078,0.0,0.13,0.15,0.81,0.12,0.13,0.32,0.38,0.14,0.31,0.1
1079,0.5,0.15,0.05,0.96,0.04,0.04,0.33,0.4,0.13,0.13,0.03
1080,0.5,0.34,0.04,0.62,0.03,0.04,0.23,0.49,0.31,0.25,0.05
1081,0.5,0.41,0.0,0.93,0.01,0.0,0.19,0.15,0.43,0.08,0.6
1082,0.0,0.1,0.27,0.5,0.23,0.25,0.3,0.29,0.16,0.2,0.67
1083,0.5,0.52,0.3,0.59,0.38,0.34,0.18,0.23,0.54,0.26,0.68
1084,0.5,0.14,0.05,0.75,0.05,0.06,0.54,0.56,0.14,0.5,0.06
1085,0.5,0.18,0.05,0.6,0.05,0.06,0.42,0.46,0.17,0.45,0.07
1086,0.5,0.23,0.01,0.9,0.0,0.01,0.19,0.19,0.25,0.05,0.24
1087,0.5,0.18,0.01,0.8,0.01,0.01,0.33,0.39,0.18,0.14,0.03
1088,0.0,0.92,0.68,0.54,0.63,0.67,0.12,0.16,0.9,0.12,0.24
1089,0.5,0.23,0.24,0.56,0.29,0.26,0.86,0.96,0.18,0.66,0.04
1090,0.0,0.21,0.04,0.74,0.02,0.03,0.13,0.09,0.24,0.01,0.41
1091,0.0,0.27,0.12,0.74,0.11,0.11,0.44,0.15,0.49,0.1,0.19
1092,0.5,0.35,0.23,0.41,0.27,0.25,0.23,0.38,0.35,0.34,0.39
1093,0.5,0.25,0.02,0.39,0.03,0.03,0.58,0.61,0.21,0.22,0.18
1094,0.0,0.12,0.07,0.62,0.07,0.07,0.6,0.22,0.15,0.19,0.16
1095,0.5,0.1,0.03,0.76,0.02,0.03,0.43,0.35,0.09,0.12,0.02
1096,0.0,0.87,1.0,0.48,1.0,1.0,0.18,0.3,0.95,0.37,0.27
1097,0.5,0.17,0.05,0.7,0.06,0.06,0.7,0.77,0.14,0.69,0.06
1098,1.0,0.19,0.17,0.13,0.15,0.17,0.97,1.0,0.16,1.0,0.06
1099,0.5,0.19,0.04,0.83,0.04,0.03,0.18,0.18,0.2,0.04,0.42
1100,0.0,0.12,0.27,0.13,0.27,0.3,0.64,0.65,0.14,1.0,0.14
1101,0.0,0.21,0.68,0.36,0.74,0.67,0.36,0.42,0.28,0.71,0.2
1102,0.5,0.21,0.07,0.75,0.06,0.06,0.71,0.68,0.19,0.43,0.06
1103,0.5,0.17,0.08,0.79,0.09,0.06,0.46,0.44,0.17,0.33,0.15
1104,0.0,0.94,0.63,0.55,0.66,0.6,0.3,0.15,0.94,0.09,0.31
1105,0.5,0.11,0.06,0.46,0.05,0.06,0.46,0.36,0.12,0.26,0.17
1106,0.0,0.11,0.06,0.72,0.04,0.05,0.39,0.27,0.13,0.15,0.09
1107,0.5,0.37,0.15,0.35,0.11,0.13,0.13,0.31,0.35,0.11,0.26
1108,0.5,0.21,0.03,0.7,0.02,0.03,0.39,0.42,0.17,0.15,0.06
1109,0.0,0.31,0.93,0.52,0.84,0.9,0.07,0.14,0.37,0.22,0.61
1110,0.5,0.06,0.11,0.46,0.07,0.08,0.72,0.44,0.06,0.28,0.29
1111,0.5,0.28,0.02,0.83,0.01,0.02,0.18,0.19,0.32,0.06,0.16
1112,0.5,0.1,0.02,0.6,0.02,0.02,0.36,0.44,0.09,0.14,0.11
1113,0.0,0.17,0.33,0.7,0.32,0.33,0.4,0.54,0.21,0.44,0.15
1114,0.5,0.18,0.16,0.7,0.18,0.16,0.84,0.77,0.14,0.57,0.05
1115,0.0,0.11,0.62,0.33,0.45,0.54,0.8,0.3,0.13,0.13,0.09
1116,0.5,0.2,0.05,0.86,0.04,0.05,0.34,0.26,0.18,0.12,0.08
1117,0.5,0.1,0.19,0.28,0.18,0.18,0.65,0.41,0.09,0.22,0.09
1118,0.5,0.15,0.11,0.56,0.11,0.1,0.35,0.43,0.14,0.17,0.35
1119,0.0,0.08,0.19,0.63,0.15,0.16,0.89,0.52,0.12,0.26,0.07
1120,0.5,0.13,0.04,0.74,0.04,0.04,0.5,0.39,0.17,0.25,0.55
1121,0.0,0.2,0.46,0.15,0.48,0.46,0.34,0.33,0.25,0.2,0.58
1122,0.5,0.11,0.14,0.78,0.12,0.13,0.45,0.42,0.12,0.2,0.03
1123,0.0,0.01,0.14,0.0,0.15,0.14,0.21,0.26,0.0,0.15,0.14
1124,0.5,0.16,0.04,0.73,0.04,0.04,0.28,0.25,0.17,0.12,0.52
1125,0.5,0.22,0.02,0.64,0.03,0.02,0.38,0.43,0.19,0.15,0.09
1126,0.5,0.47,0.39,0.44,0.45,0.46,0.3,0.4,0.5,0.34,0.6
1127,0.0,0.27,0.11,0.78,0.1,0.11,0.45,0.22,0.34,0.12,1.0
1128,0.5,0.15,0.02,0.73,0.03,0.03,0.65,0.59,0.14,0.21,0.01
1129,0.0,0.28,0.28,0.8,0.24,0.27,0.24,0.15,0.32,0.06,0.54
1130,0.0,0.29,0.24,0.47,0.25,0.28,0.33,0.08,0.35,0.04,0.12
1131,0.0,0.17,0.08,0.38,0.08,0.08,0.2,0.15,0.2,0.09,0.83
1132,0.5,0.34,0.05,0.87,0.08,0.05,0.24,0.25,0.36,0.08,0.39
1133,0.0,0.11,0.03,0.63,0.04,0.04,0.36,0.22,0.13,0.09,0.29
1134,0.5,0.18,0.01,0.87,0.01,0.01,0.32,0.31,0.22,0.16,0.82
1135,0.5,0.09,0.01,0.79,0.03,0.03,0.48,0.4,0.08,0.14,0.04
1136,0.5,0.21,0.06,0.64,0.08,0.06,0.17,0.28,0.21,0.2,0.01
1137,0.0,1.0,1.0,0.35,1.0,1.0,0.14,0.25,1.0,0.5,0.52
1138,0.5,0.24,0.26,0.4,0.29,0.31,0.84,0.71,0.24,0.68,0.15
1139,0.5,0.54,0.51,0.46,0.7,0.66,0.56,0.65,0.52,0.59,0.13
1140,0.5,0.15,0.04,0.4,0.03,0.03,0.38,0.44,0.15,0.33,0.1
1141,0.5,0.26,0.06,0.73,0.05,0.05,0.17,0.34,0.28,0.13,0.39
1142,0.0,0.14,0.25,0.79,0.25,0.24,0.39,0.4,0.18,0.41,0.1
1143,0.5,0.14,0.02,0.98,0.01,0.02,0.18,0.27,0.14,0.09,0.07
1144,0.5,0.21,0.19,0.5,0.27,0.23,0.5,0.63,0.21,0.41,0.18
1145,0.5,0.4,0.04,0.92,0.03,0.03,0.24,0.1,0.46,0.06,1.0
1146,0.0,0.18,0.18,0.73,0.21,0.21,0.26,0.41,0.2,0.36,0.12
1147,0.5,0.19,0.03,0.54,0.05,0.03,0.54,0.57,0.17,0.23,0.08
1148,0.0,0.23,0.23,0.59,0.16,0.18,0.45,0.46,0.34,0.39,0.19
1149,0.5,0.18,0.01,0.63,0.03,0.02,0.19,0.13,0.19,0.03,0.1
1150,0.5,0.35,0.24,0.53,0.27,0.27,0.35,0.55,0.35,0.62,0.12
1151,1.0,0.23,0.09,0.82,0.09,0.08,0.66,0.82,0.2,0.58,0.03
1152,0.0,0.29,0.07,0.95,0.07,0.07,0.04,0.1,0.31,0.07,0.33
1153,0.5,0.13,0.01,0.98,0.01,0.01,0.25,0.33,0.11,0.11,0.04
1154,0.5,0.12,0.01,0.71,0.04,0.04,0.44,0.25,0.13,0.11,0.11
1155,0.0,0.17,0.07,0.83,0.08,0.07,0.29,0.31,0.21,0.2,0.14
1156,0.0,0.18,0.76,0.38,0.7,0.76,0.5,0.61,0.2,0.94,0.26
1157,0.0,0.1,0.01,0.86,0.02,0.02,0.16,0.22,0.1,0.04,0.22
1158,0.0,0.14,0.04,0.58,0.04,0.05,0.2,0.16,0.17,0.04,0.07
1159,0.5,0.29,0.04,0.69,0.04,0.03,0.22,0.15,0.36,0.04,0.87
1160,0.0,0.23,0.03,0.87,0.03,0.03,0.21,0.14,0.27,0.06,1.0
1161,0.5,0.08,0.03,0.82,0.01,0.02,0.27,0.15,0.08,0.06,0.28
1162,0.0,0.1,0.07,0.73,0.07,0.08,0.37,0.29,0.12,0.12,0.46
1163,0.5,0.4,0.08,0.75,0.07,0.08,0.24,0.21,0.5,0.08,1.0
1164,0.5,0.34,0.0,0.92,0.01,0.01,0.17,0.14,0.37,0.04,0.63
1165,0.0,0.15,0.01,0.75,0.0,0.0,0.11,0.15,0.15,0.0,0.05
1166,0.5,0.18,0.03,0.77,0.07,0.05,0.34,0.38,0.16,0.37,0.12
1167,0.5,0.07,0.02,0.85,0.01,0.02,0.17,0.28,0.08,0.14,0.06
1168,0.5,0.12,0.05,0.68,0.04,0.04,0.47,0.46,0.11,0.21,0.28
1169,0.5,1.0,0.02,0.77,0.04,0.02,0.24,0.31,1.0,0.12,0.04
1170,0.0,0.02,0.16,0.33,0.14,0.16,0.51,0.55,0.04,0.98,0.1
1171,0.5,0.07,0.06,0.82,0.06,0.05,0.36,0.43,0.06,0.21,0.03
1172,0.5,0.39,0.36,0.58,0.42,0.41,0.24,0.32,0.43,0.31,0.34
1173,0.0,0.3,0.05,0.8,0.04,0.04,0.23,0.09,0.34,0.05,0.39
1174,0.0,0.1,0.06,0.27,0.08,0.08,0.42,0.3,0.12,0.33,0.16
1175,0.5,0.17,0.09,0.59,0.15,0.15,0.7,0.74,0.17,0.61,0.06
1176,0.0,0.13,0.06,0.8,0.05,0.06,0.3,0.28,0.13,0.18,0.03
1177,0.5,0.09,0.01,0.57,0.01,0.01,0.21,0.12,0.1,0.02,0.17
1178,0.5,0.46,0.02,0.82,0.02,0.03,0.18,0.06,0.5,0.04,0.54
1179,0.0,0.12,0.63,0.62,0.41,0.51,0.94,0.28,0.13,0.13,0.1
1180,0.0,0.43,0.8,0.39,0.75,0.77,0.48,0.51,0.49,0.63,0.22
1181,0.0,0.14,0.11,0.16,0.1,0.11,0.16,0.25,0.15,0.11,0.18
1182,0.0,0.2,0.13,0.42,0.18,0.14,0.29,0.2,0.26,0.1,1.0
1183,0.0,1.0,1.0,0.42,1.0,1.0,0.14,0.28,1.0,0.37,0.25
1184,0.5,0.24,0.05,0.91,0.08,0.07,0.17,0.23,0.27,0.04,0.0
1185,0.5,0.22,0.27,0.66,0.25,0.29,0.35,0.57,0.23,0.53,0.04
1186,0.5,0.12,0.01,0.81,0.01,0.01,0.47,0.42,0.12,0.13,0.03
1187,0.5,0.11,0.16,0.54,0.13,0.14,0.97,0.91,0.12,0.62,0.04
1188,0.0,0.53,0.01,0.6,0.01,0.01,0.12,0.14,0.6,0.02,0.89
1189,0.0,1.0,1.0,0.46,0.98,1.0,0.15,0.25,1.0,0.48,0.62
1190,0.5,0.27,0.06,0.74,0.05,0.05,0.22,0.27,0.3,0.08,0.34
1191,0.5,0.18,0.2,0.69,0.17,0.19,0.5,0.7,0.17,0.56,0.16
1192,0.5,0.15,0.0,0.81,0.0,0.0,0.18,0.25,0.15,0.05,0.19
1193,0.5,0.11,0.1,0.49,0.13,0.13,0.9,0.98,0.1,0.78,0.03
1194,0.5,0.18,0.06,0.22,0.07,0.07,0.33,0.38,0.17,0.14,0.23
1195,0.0,0.34,0.11,0.71,0.11,0.11,0.22,0.21,0.43,0.08,0.4
1196,0.0,1.0,0.82,0.46,0.94,0.85,0.08,0.17,1.0,0.24,0.9
1197,0.5,0.21,0.23,0.35,0.26,0.26,0.76,0.67,0.18,0.26,0.13
1198,0.5,0.12,0.01,0.81,0.01,0.01,0.23,0.21,0.12,0.05,0.43
1199,0.0,0.19,0.01,0.75,0.01,0.01,0.18,0.25,0.21,0.05,0.53
