med_rent,total_pct_div,pct_work_mom,male_pct_nev_marr,male_pct_divorce,per_cap_inc,pct_unemployed,pct_vacant_boarded,own_occ_hi_quart,rent_median,Percentviolent_crimes_per_pop,is_this_the_id_col,or_maybe_this_is_the_id_col
0.54,0.54,0.51,0.38,0.64,0.36,0.13,0.2,0.24,0.45,0.19,864,864
0.54,0.77,0.48,0.67,0.72,0.3,0.43,0.1,0.59,0.57,1.0,865,865
0.23,0.67,0.6,0.3,0.65,0.22,0.41,0.15,0.11,0.22,0.38,866,866
0.44,0.32,0.78,0.32,0.29,0.39,0.1,0.0,0.2,0.44,0.03,867,867
0.27,0.51,0.68,0.34,0.5,0.32,0.35,0.31,0.08,0.25,0.08,868,868
0.61,0.22,0.66,0.36,0.2,0.56,0.18,0.15,0.48,0.53,0.03,869,869
0.27,0.42,0.65,0.21,0.42,0.24,0.31,0.18,0.08,0.23,0.22,870,870
0.41,0.36,0.42,0.3,0.33,0.38,0.14,0.02,0.17,0.36,0.04,871,871
0.13,0.75,0.27,0.44,0.71,0.17,0.77,0.31,0.04,0.14,0.51,872,872
0.26,0.35,0.73,0.38,0.32,0.33,0.18,0.0,0.12,0.28,0.06,873,873
0.23,0.4,0.45,0.36,0.41,0.3,0.21,0.0,0.12,0.28,0.04,874,874
0.38,0.58,0.2,0.13,0.56,0.24,0.66,0.05,0.19,0.38,0.38,875,875
0.11,0.47,0.74,0.63,0.41,0.14,0.61,0.28,0.08,0.09,0.63,876,876
0.55,0.53,0.5,0.33,0.5,0.47,0.23,0.04,0.32,0.59,0.13,877,877
0.59,0.42,0.92,0.43,0.4,0.43,0.26,0.04,0.32,0.53,0.06,878,878
0.24,0.42,0.44,0.22,0.45,0.34,0.35,0.15,0.1,0.2,0.14,879,879
0.54,0.17,0.42,0.46,0.13,0.53,0.12,0.03,0.33,0.52,0.03,880,880
0.16,0.79,0.52,0.42,0.78,0.2,0.43,0.03,0.07,0.19,0.2,881,881
0.23,0.75,0.42,0.7,0.7,0.21,0.86,1.0,0.14,0.19,0.84,882,882
0.67,0.51,0.44,0.5,0.43,0.37,0.28,0.12,0.51,0.67,0.26,883,883
0.41,0.74,0.71,0.3,0.69,0.32,0.2,0.04,0.14,0.4,0.15,884,884
0.52,0.4,0.43,0.5,0.39,0.34,0.39,0.06,0.39,0.51,0.12,885,885
0.7,0.54,0.48,0.59,0.49,0.4,0.33,0.16,0.7,0.69,0.27,886,886
0.22,0.62,0.65,0.55,0.52,0.26,0.38,0.17,0.13,0.15,0.69,887,887
0.22,0.37,0.85,0.54,0.38,0.22,0.2,0.06,0.08,0.22,0.04,888,888
0.27,0.6,0.27,0.47,0.48,0.13,1.0,0.56,0.14,0.25,0.51,889,889
0.38,0.27,0.76,0.52,0.28,0.31,0.46,0.26,0.37,0.35,0.05,890,890
0.52,0.37,0.4,0.51,0.35,0.4,0.3,0.25,0.36,0.52,0.2,891,891
0.61,0.38,0.6,0.53,0.36,0.45,0.33,0.19,0.35,0.63,0.18,892,892
0.16,0.44,0.83,0.33,0.41,0.24,0.21,0.15,0.06,0.17,0.45,893,893
0.18,0.5,0.62,0.39,0.45,0.23,0.4,0.04,0.09,0.16,0.01,894,894
0.77,0.25,0.52,0.27,0.23,0.33,0.37,0.02,0.33,0.65,0.03,895,895
0.73,0.62,0.58,0.67,0.59,0.5,0.24,0.14,0.69,0.75,0.2,896,896
0.05,0.62,0.46,0.44,0.51,0.11,0.75,0.13,0.06,0.06,0.31,897,897
0.47,0.4,0.2,0.64,0.35,0.13,0.65,0.14,0.36,0.48,0.47,898,898
0.91,0.58,0.17,0.48,0.41,1.0,0.19,0.11,1.0,0.95,0.45,899,899
0.5,0.62,0.57,0.28,0.57,0.42,0.29,0.12,0.41,0.49,0.22,900,900
0.37,0.38,0.44,0.21,0.36,0.32,0.31,0.14,0.18,0.28,0.27,901,901
0.11,0.63,0.38,0.45,0.55,0.14,0.71,0.19,0.05,0.09,0.15,902,902
0.13,0.54,0.65,0.41,0.45,0.18,0.51,0.07,0.09,0.16,0.32,903,903
0.39,0.47,0.64,0.31,0.44,0.4,0.18,0.0,0.17,0.38,0.2,904,904
0.85,0.27,0.5,0.35,0.23,0.66,0.22,0.11,0.63,0.78,0.02,905,905
0.49,0.29,0.38,0.24,0.26,0.39,0.25,0.03,0.19,0.42,0.0,906,906
0.2,0.55,0.56,0.44,0.53,0.25,0.4,0.6,0.07,0.2,0.65,907,907
0.14,0.79,0.54,0.55,0.78,0.22,0.54,1.0,0.07,0.15,0.41,908,908
0.24,0.19,0.49,0.4,0.16,0.12,0.37,0.3,0.1,0.22,0.08,909,909
0.11,0.57,0.54,0.42,0.53,0.18,0.55,0.3,0.06,0.1,0.22,910,910
0.3,0.73,0.6,0.33,0.67,0.3,0.26,0.11,0.1,0.31,0.1,911,911
0.49,0.22,0.39,0.4,0.18,0.72,0.18,0.07,0.79,0.54,0.08,912,912
0.29,0.31,0.61,0.29,0.33,0.42,0.21,0.05,0.18,0.31,0.09,913,913
0.17,0.52,0.87,0.35,0.46,0.24,0.24,0.08,0.09,0.14,0.52,914,914
0.47,0.53,0.49,0.52,0.45,0.71,0.31,0.19,0.84,0.49,0.26,915,915
0.27,0.41,0.66,0.28,0.36,0.25,0.31,0.17,0.11,0.21,0.5,916,916
0.67,0.46,0.81,0.55,0.41,0.33,0.32,0.1,0.7,0.67,0.24,917,917
0.23,0.66,0.64,0.37,0.61,0.27,0.46,0.21,0.09,0.22,0.3,918,918
0.31,0.61,0.66,0.26,0.57,0.38,0.1,0.03,0.15,0.31,0.01,919,919
0.28,0.64,0.67,0.73,0.6,0.34,0.3,0.1,0.21,0.31,0.12,920,920
0.26,0.56,0.57,0.46,0.54,0.24,0.5,0.21,0.09,0.26,0.22,921,921
0.26,0.55,0.46,0.48,0.49,0.2,0.84,0.64,0.25,0.23,0.59,922,922
0.62,0.63,0.39,0.43,0.58,0.68,0.09,0.13,1.0,0.63,0.06,923,923
0.07,0.28,0.15,0.39,0.19,0.06,0.84,0.2,0.06,0.07,0.07,924,924
0.37,0.36,0.52,0.38,0.33,0.31,0.29,0.31,0.31,0.34,0.04,925,925
0.23,0.59,0.66,0.31,0.57,0.25,0.36,0.2,0.12,0.22,0.35,926,926
0.29,0.7,0.79,0.3,0.68,0.3,0.27,1.0,0.13,0.3,0.11,927,927
0.52,0.4,0.54,0.46,0.34,0.34,0.38,0.06,0.38,0.52,0.16,928,928
0.35,0.41,0.51,0.32,0.35,0.33,0.23,0.07,0.25,0.35,0.1,929,929
0.33,0.65,0.54,0.47,0.61,0.29,0.36,0.04,0.24,0.32,0.69,930,930
0.24,0.46,0.52,0.96,0.38,0.22,0.41,0.42,0.13,0.22,0.65,931,931
0.25,0.62,0.43,0.31,0.56,0.2,0.48,0.19,0.07,0.22,0.18,932,932
0.23,0.53,0.54,0.5,0.53,0.25,0.45,0.36,0.18,0.21,0.28,933,933
0.21,0.38,0.58,0.37,0.4,0.27,0.21,0.14,0.08,0.22,0.02,934,934
0.38,0.21,0.6,0.27,0.22,0.43,0.12,0.04,0.3,0.36,0.03,935,935
0.36,0.43,0.5,0.3,0.41,0.51,0.18,0.0,0.17,0.35,0.06,936,936
0.49,0.35,0.34,0.39,0.33,0.27,0.46,0.17,0.27,0.48,0.24,937,937
0.6,0.19,0.45,0.41,0.16,0.49,0.22,0.05,0.44,0.62,0.02,938,938
0.49,0.46,0.56,0.36,0.29,0.95,0.2,0.01,0.45,0.46,0.17,939,939
0.18,0.4,0.1,0.48,0.25,0.09,0.96,0.21,0.13,0.18,0.34,940,940
0.41,0.53,0.6,0.43,0.46,0.25,0.33,1.0,0.18,0.39,0.16,941,941
0.49,0.47,0.49,0.34,0.4,0.65,0.1,0.01,0.39,0.46,0.08,942,942
0.64,0.21,0.27,0.16,0.2,0.88,0.0,0.1,0.51,0.63,0.03,943,943
0.14,0.57,0.39,0.28,0.5,0.28,0.4,0.07,0.13,0.13,0.25,944,944
0.13,0.49,0.35,0.44,0.52,0.19,0.95,0.38,0.06,0.11,0.22,945,945
0.17,0.57,0.29,0.36,0.55,0.23,0.44,0.18,0.06,0.2,0.18,946,946
0.39,0.32,0.59,0.35,0.23,0.44,0.1,0.03,0.25,0.35,0.05,947,947
0.58,0.29,0.41,0.57,0.26,0.34,0.49,0.02,0.46,0.6,0.13,948,948
0.11,0.76,0.46,0.39,0.71,0.13,0.53,0.19,0.05,0.08,0.3,949,949
0.17,0.89,0.39,0.5,0.88,0.13,0.6,0.51,0.04,0.17,0.45,950,950
0.27,0.79,0.57,0.72,0.81,0.3,0.4,0.83,0.15,0.26,0.67,951,951
0.57,0.64,0.6,0.39,0.63,0.43,0.31,0.02,0.49,0.59,0.37,952,952
0.25,0.58,0.36,0.25,0.52,0.23,0.3,0.15,0.09,0.23,0.15,953,953
0.38,0.64,0.7,0.38,0.63,0.33,0.5,0.03,0.27,0.38,0.26,954,954
0.15,0.29,0.73,0.46,0.3,0.25,0.29,0.3,0.07,0.16,0.13,955,955
0.22,0.74,0.42,0.4,0.67,0.22,0.35,0.35,0.11,0.2,0.58,956,956
1.0,0.1,0.26,0.34,0.1,0.85,0.11,0.24,0.7,1.0,0.02,957,957
0.13,0.62,0.42,0.7,0.54,0.17,0.83,0.6,0.11,0.1,0.81,958,958
0.43,0.47,0.64,0.38,0.42,0.47,0.05,0.09,0.26,0.41,0.06,959,959
0.36,0.26,0.63,0.46,0.16,0.81,0.1,0.11,0.38,0.35,0.12,960,960
0.14,0.57,0.48,0.27,0.54,0.22,0.55,0.19,0.08,0.15,0.07,961,961
0.62,0.38,0.63,0.17,0.37,0.28,0.15,0.09,0.09,0.49,0.07,962,962
0.17,0.32,0.78,0.37,0.29,0.29,0.27,0.0,0.08,0.19,0.06,963,963
0.21,0.09,0.79,1.0,0.09,0.14,0.24,0.2,0.1,0.24,0.06,964,964
0.25,0.76,0.45,0.65,0.7,0.27,0.58,0.59,0.06,0.25,1.0,965,965
0.36,0.36,0.5,0.19,0.29,0.3,0.19,0.12,0.12,0.32,0.07,966,966
0.36,0.22,0.7,0.42,0.21,0.34,0.26,0.66,0.31,0.36,0.08,967,967
0.98,0.13,0.29,0.42,0.13,0.6,0.13,0.58,0.61,0.86,0.04,968,968
0.52,0.54,0.48,0.44,0.45,0.64,0.13,0.03,0.57,0.51,0.09,969,969
0.55,0.4,0.59,0.48,0.35,0.46,0.32,0.12,0.45,0.56,0.04,970,970
0.15,0.66,0.54,0.28,0.65,0.27,0.33,0.09,0.09,0.15,0.29,971,971
0.16,1.0,0.86,0.71,0.84,0.05,0.58,0.08,0.04,0.11,0.05,972,972
0.59,0.29,0.57,0.36,0.28,0.66,0.17,0.26,0.51,0.52,0.02,973,973
0.19,0.58,0.4,0.39,0.5,0.2,0.6,0.3,0.06,0.15,0.11,974,974
0.63,0.39,0.39,0.59,0.33,0.26,0.41,0.11,0.54,0.63,0.68,975,975
0.37,0.22,0.58,0.61,0.21,0.35,0.27,0.04,0.35,0.37,0.03,976,976
0.8,0.31,0.7,0.35,0.3,0.48,0.29,0.13,0.32,0.7,0.01,977,977
0.22,0.41,0.65,0.97,0.35,0.24,0.41,0.1,0.17,0.21,0.65,978,978
0.5,0.29,0.53,0.43,0.27,0.43,0.35,0.06,0.39,0.49,0.2,979,979
0.45,0.48,0.68,0.35,0.44,0.42,0.18,0.04,0.13,0.43,0.12,980,980
0.62,0.5,0.68,0.42,0.5,0.46,0.15,0.11,0.36,0.58,0.12,981,981
0.12,0.19,0.6,1.0,0.15,0.11,0.43,0.05,0.08,0.15,0.03,982,982
0.24,0.56,0.57,0.26,0.52,0.26,0.25,0.19,0.11,0.22,0.05,983,983
0.2,0.7,0.52,0.29,0.71,0.27,0.42,0.12,0.1,0.2,0.48,984,984
0.63,0.3,0.44,0.37,0.27,0.42,0.29,0.04,0.37,0.58,0.08,985,985
0.5,0.57,0.4,0.72,0.51,0.38,0.36,0.07,0.39,0.49,0.49,986,986
0.51,0.48,0.57,0.42,0.47,0.35,0.54,0.02,0.36,0.51,0.23,987,987
0.09,0.57,0.54,0.29,0.56,0.19,0.48,0.18,0.07,0.06,0.1,988,988
0.28,0.63,0.69,0.48,0.59,0.2,0.37,0.3,0.13,0.24,0.37,989,989
0.18,0.71,0.69,0.41,0.71,0.22,0.58,0.06,0.07,0.19,0.12,990,990
0.33,0.24,0.45,0.27,0.26,0.52,0.18,0.15,0.26,0.36,0.02,991,991
0.31,0.78,0.53,0.61,0.73,0.37,0.35,0.91,0.24,0.31,0.42,992,992
0.19,0.42,0.38,0.25,0.38,0.23,0.24,0.11,0.08,0.18,0.65,993,993
0.2,0.6,0.55,0.45,0.55,0.18,0.35,0.32,0.13,0.19,0.66,994,994
0.19,0.59,0.65,0.32,0.57,0.25,0.46,0.03,0.08,0.17,0.12,995,995
0.16,0.84,0.17,0.65,0.83,0.14,0.99,1.0,0.04,0.14,0.69,996,996
0.65,0.48,0.61,0.43,0.42,0.58,0.3,0.11,0.41,0.61,0.15,997,997
0.97,0.19,0.11,0.28,0.16,1.0,0.2,0.06,1.0,0.9,0.02,998,998
0.2,0.61,0.63,0.25,0.5,0.32,0.27,0.15,0.1,0.19,0.09,999,999
0.67,0.49,0.55,0.41,0.46,0.6,0.22,0.03,0.54,0.61,0.03,1000,1000
0.47,0.53,0.47,0.59,0.47,0.28,0.61,0.37,0.27,0.45,0.54,1001,1001
0.24,0.09,0.7,1.0,0.07,0.12,0.5,0.03,0.2,0.25,0.06,1002,1002
0.31,0.53,0.51,0.26,0.46,0.18,0.51,0.2,0.18,0.31,0.29,1003,1003
0.27,0.65,0.74,0.44,0.63,0.29,0.28,0.84,0.07,0.27,0.19,1004,1004
0.32,0.62,0.48,0.41,0.55,0.26,0.44,0.81,0.15,0.27,0.5,1005,1005
0.59,0.34,0.72,0.44,0.32,0.47,0.31,0.0,0.47,0.58,0.11,1006,1006
0.19,0.46,0.63,0.19,0.48,0.22,0.52,0.21,0.07,0.15,0.06,1007,1007
0.82,0.26,0.42,0.27,0.26,0.67,0.09,0.04,0.59,0.75,0.02,1008,1008
0.24,0.72,0.35,0.71,0.68,0.19,0.4,0.42,0.09,0.25,0.36,1009,1009
0.36,0.63,0.68,0.35,0.56,0.3,0.51,0.15,0.31,0.38,0.24,1010,1010
0.31,0.5,0.13,0.33,0.42,0.16,0.65,0.17,0.23,0.32,0.57,1011,1011
0.2,0.69,0.42,0.29,0.66,0.22,0.52,0.14,0.08,0.18,0.45,1012,1012
0.74,0.36,0.52,0.35,0.38,0.5,0.13,0.19,0.38,0.63,0.03,1013,1013
0.44,0.24,0.36,0.42,0.19,0.45,0.26,0.01,0.41,0.46,0.06,1014,1014
1.0,0.56,0.53,0.63,0.56,1.0,0.08,0.1,1.0,1.0,0.14,1015,1015
0.49,0.31,0.71,0.43,0.27,0.34,0.46,0.21,0.35,0.47,0.13,1016,1016
0.58,0.52,0.7,0.49,0.47,0.51,0.09,0.03,0.29,0.55,0.05,1017,1017
0.23,0.46,0.46,0.51,0.42,0.12,0.4,0.11,0.08,0.24,0.07,1018,1018
0.15,0.67,0.64,0.26,0.62,0.23,0.55,0.05,0.08,0.17,0.53,1019,1019
0.14,0.55,0.29,0.36,0.55,0.19,0.51,0.12,0.02,0.1,0.05,1020,1020
0.41,0.58,0.49,0.71,0.53,0.34,0.44,0.77,0.29,0.41,0.45,1021,1021
0.18,0.4,0.25,0.28,0.4,0.3,0.42,0.18,0.07,0.14,0.1,1022,1022
0.65,0.53,0.56,0.36,0.48,0.73,0.15,0.23,0.8,0.67,0.12,1023,1023
0.23,0.42,0.88,0.25,0.38,0.22,0.21,0.03,0.1,0.22,0.15,1024,1024
0.32,0.42,0.5,0.42,0.43,0.31,0.31,0.35,0.16,0.34,0.03,1025,1025
0.22,0.33,0.47,0.49,0.28,0.08,1.0,0.15,0.1,0.22,0.31,1026,1026
0.23,0.57,0.58,0.24,0.51,0.43,0.28,0.06,0.14,0.23,0.14,1027,1027
0.53,0.32,0.55,0.35,0.28,0.49,0.1,0.08,0.41,0.51,0.03,1028,1028
0.48,0.12,0.1,0.23,0.1,0.66,0.16,0.14,0.33,0.48,0.01,1029,1029
0.62,0.67,0.64,0.37,0.59,0.72,0.22,0.07,0.55,0.6,0.31,1030,1030
0.25,0.18,0.67,0.35,0.15,0.33,0.13,0.0,0.15,0.27,0.03,1031,1031
0.52,0.47,0.48,0.49,0.4,0.43,0.22,0.06,0.42,0.53,0.09,1032,1032
0.19,0.69,0.6,0.33,0.61,0.22,0.51,0.1,0.08,0.17,0.11,1033,1033
0.34,0.58,0.4,0.24,0.6,0.32,0.3,0.22,0.08,0.29,0.16,1034,1034
0.8,0.55,0.7,0.45,0.49,0.46,0.16,0.1,0.67,0.76,0.26,1035,1035
0.33,0.53,0.37,0.39,0.45,0.23,0.58,0.28,0.28,0.35,0.35,1036,1036
0.17,0.21,0.51,0.64,0.2,0.14,0.43,0.02,0.13,0.18,0.04,1037,1037
0.36,0.85,0.51,0.62,0.92,0.5,0.42,0.26,0.37,0.36,0.59,1038,1038
0.5,0.36,0.37,0.57,0.34,0.29,0.48,0.38,0.35,0.47,0.24,1039,1039
0.19,0.48,0.59,0.38,0.42,0.17,0.22,0.11,0.07,0.17,0.15,1040,1040
0.91,0.35,0.69,0.43,0.35,0.64,0.09,0.14,0.53,0.77,0.04,1041,1041
0.58,0.28,0.44,0.42,0.27,0.45,0.21,0.2,0.37,0.56,0.12,1042,1042
0.33,0.76,0.72,0.4,0.69,0.35,0.26,0.21,0.14,0.33,0.75,1043,1043
0.11,0.57,0.43,0.41,0.48,0.14,0.58,0.24,0.08,0.12,0.12,1044,1044
0.48,0.66,0.59,0.36,0.63,0.4,0.26,0.22,0.28,0.46,0.22,1045,1045
0.3,0.52,0.72,0.29,0.44,0.42,0.12,0.16,0.14,0.31,0.16,1046,1046
0.17,0.65,0.52,0.36,0.64,0.13,0.93,0.14,0.05,0.14,0.45,1047,1047
0.5,0.36,0.6,0.38,0.38,0.44,0.26,0.17,0.39,0.48,0.09,1048,1048
0.82,0.62,0.49,0.51,0.56,0.86,0.15,0.07,1.0,0.83,0.25,1049,1049
0.29,0.64,0.54,0.61,0.63,0.25,0.45,0.41,0.15,0.27,0.43,1050,1050
0.15,0.37,0.4,0.35,0.37,0.2,0.43,0.3,0.07,0.15,0.1,1051,1051
0.21,0.77,0.69,0.5,0.82,0.19,0.51,0.59,0.05,0.18,0.27,1052,1052
0.43,0.84,0.87,0.38,0.8,0.32,0.26,0.12,0.19,0.39,0.2,1053,1053
0.81,0.58,0.53,0.6,0.47,0.94,0.08,0.16,1.0,0.85,0.1,1054,1054
0.45,0.47,0.48,0.3,0.43,0.44,0.14,0.16,0.13,0.41,0.05,1055,1055
0.23,0.73,0.66,0.32,0.67,0.24,0.35,0.18,0.06,0.23,0.09,1056,1056
0.43,0.26,0.75,0.37,0.26,0.38,0.16,0.14,0.29,0.4,0.11,1057,1057
0.36,0.43,0.36,0.29,0.45,0.5,0.12,0.06,0.23,0.36,0.08,1058,1058
0.54,0.27,0.53,0.48,0.2,0.52,0.27,0.09,0.48,0.57,0.03,1059,1059
0.29,0.72,0.56,0.38,0.65,0.29,0.36,0.16,0.15,0.29,0.09,1060,1060
0.35,0.28,0.62,0.34,0.25,0.47,0.28,0.09,0.39,0.35,0.03,1061,1061
0.15,0.53,0.51,0.22,0.49,0.24,0.26,0.09,0.09,0.08,0.15,1062,1062
0.54,0.41,0.63,0.37,0.39,0.35,0.25,0.13,0.23,0.55,0.06,1063,1063
0.56,0.66,0.51,0.38,0.57,0.38,0.27,0.11,0.47,0.55,0.25,1064,1064
0.17,0.5,0.71,0.39,0.48,0.25,0.33,0.45,0.05,0.17,0.63,1065,1065
0.39,0.23,0.75,0.31,0.22,0.41,0.15,0.1,0.15,0.39,0.04,1066,1066
0.64,0.31,0.26,0.41,0.31,0.56,0.14,0.05,0.37,0.56,0.03,1067,1067
0.37,0.22,0.46,1.0,0.15,0.14,0.28,0.03,0.23,0.39,0.15,1068,1068
0.17,0.38,0.8,0.65,0.29,0.19,0.35,0.18,0.1,0.18,0.03,1069,1069
0.57,0.38,0.74,0.47,0.43,0.38,0.22,0.0,0.31,0.52,0.05,1070,1070
0.5,0.58,0.31,0.73,0.51,0.38,0.55,0.22,0.85,0.51,1.0,1071,1071
0.67,0.16,0.52,0.41,0.14,0.54,0.18,0.22,0.51,0.6,0.05,1072,1072
0.56,0.48,0.62,0.45,0.47,0.44,0.37,0.06,0.31,0.55,0.03,1073,1073
0.17,0.3,0.57,0.9,0.21,0.17,0.42,1.0,0.11,0.17,0.29,1074,1074
0.4,0.29,0.71,0.24,0.32,0.34,0.15,0.04,0.15,0.39,0.05,1075,1075
0.21,0.78,0.56,0.37,0.76,0.29,0.45,0.84,0.1,0.2,0.57,1076,1076
0.41,0.47,0.78,0.56,0.43,0.35,0.34,0.06,0.27,0.42,0.04,1077,1077
0.41,0.39,0.59,0.42,0.37,0.39,0.37,0.02,0.29,0.42,0.1,1078,1078
0.33,0.18,0.5,0.3,0.18,0.37,0.19,0.14,0.13,0.31,0.03,1079,1079
0.58,0.34,0.48,0.35,0.38,0.32,0.16,0.47,0.24,0.44,0.05,1080,1080
0.16,0.56,0.08,0.39,0.54,0.16,0.55,0.51,0.09,0.12,0.6,1081,1081
0.37,1.0,0.53,0.63,1.0,0.37,0.27,0.02,0.21,0.38,0.67,1082,1082
0.27,0.55,0.34,0.35,0.48,0.21,0.69,0.03,0.28,0.26,0.68,1083,1083
0.52,0.4,0.55,0.37,0.36,0.52,0.39,0.06,0.5,0.54,0.06,1084,1084
0.57,0.54,0.5,0.26,0.49,0.43,0.24,0.03,0.46,0.54,0.07,1085,1085
0.14,0.51,0.73,0.29,0.48,0.26,0.43,0.34,0.07,0.1,0.24,1086,1086
0.34,0.42,0.88,0.36,0.36,0.31,0.11,0.14,0.13,0.38,0.03,1087,1087
0.23,0.33,0.25,0.43,0.25,0.11,1.0,0.22,0.12,0.21,0.24,1088,1088
1.0,0.06,0.47,0.35,0.04,1.0,0.1,0.0,0.76,1.0,0.04,1089,1089
0.09,0.67,0.4,0.44,0.64,0.1,0.73,0.38,0.02,0.06,0.41,1090,1090
0.25,0.24,0.52,1.0,0.22,0.1,0.68,0.14,0.12,0.26,0.19,1091,1091
0.46,0.6,0.44,0.42,0.52,0.29,0.37,0.13,0.33,0.46,0.39,1092,1092
0.68,0.29,0.41,0.18,0.29,0.48,0.17,0.0,0.22,0.58,0.18,1093,1093
0.29,0.46,0.46,1.0,0.38,0.19,0.63,0.03,0.21,0.32,0.16,1094,1094
0.28,0.39,0.97,0.32,0.36,0.29,0.12,0.06,0.12,0.28,0.02,1095,1095
0.57,0.58,0.35,0.65,0.51,0.2,0.54,0.13,0.35,0.56,0.27,1096,1096
0.77,0.11,0.48,0.3,0.12,0.75,0.14,0.37,0.65,0.74,0.06,1097,1097
1.0,0.22,0.0,0.21,0.24,1.0,0.16,0.09,1.0,1.0,0.06,1098,1098
0.15,0.6,0.36,0.46,0.57,0.16,0.8,0.55,0.05,0.12,0.42,1099,1099
0.76,0.43,0.57,1.0,0.37,0.58,0.03,0.01,1.0,0.76,0.14,1100,1100
0.6,0.68,0.44,0.55,0.62,0.47,0.3,0.09,0.74,0.59,0.2,1101,1101
0.58,0.26,0.4,0.32,0.23,0.62,0.05,0.03,0.44,0.54,0.06,1102,1102
0.35,0.44,0.59,0.43,0.45,0.35,0.19,0.14,0.32,0.36,0.15,1103,1103
0.18,0.39,0.26,0.45,0.29,0.16,0.7,0.25,0.1,0.2,0.31,1104,1104
0.43,0.47,0.71,0.55,0.42,0.31,0.4,0.03,0.26,0.44,0.17,1105,1105
0.27,0.69,0.58,0.55,0.6,0.28,0.35,0.1,0.15,0.3,0.09,1106,1106
0.45,0.52,0.59,0.31,0.4,0.22,0.3,0.12,0.11,0.37,0.26,1107,1107
0.28,0.34,0.51,0.2,0.31,0.29,0.12,0.0,0.13,0.23,0.06,1108,1108
0.26,0.61,0.41,0.62,0.52,0.13,0.66,0.23,0.2,0.26,0.61,1109,1109
0.46,0.57,0.72,0.41,0.43,0.45,0.15,0.0,0.29,0.44,0.29,1110,1110
0.13,0.62,0.69,0.49,0.62,0.19,0.62,0.29,0.08,0.1,0.16,1111,1111
0.3,0.48,0.81,0.27,0.46,0.43,0.14,0.06,0.14,0.29,0.11,1112,1112
0.5,0.33,0.49,0.51,0.3,0.47,0.33,0.07,0.39,0.51,0.15,1113,1113
0.55,0.14,0.54,0.28,0.12,0.65,0.25,0.14,0.59,0.52,0.05,1114,1114
0.24,0.33,0.48,0.94,0.25,0.23,0.33,0.2,0.14,0.26,0.09,1115,1115
0.24,0.44,0.59,0.82,0.47,0.17,0.39,0.29,0.11,0.25,0.08,1116,1116
0.41,0.53,0.73,0.41,0.39,0.49,0.12,0.0,0.27,0.39,0.09,1117,1117
0.31,0.61,0.66,0.28,0.54,0.39,0.32,0.01,0.17,0.31,0.35,1118,1118
0.37,0.47,0.62,0.48,0.37,0.6,0.11,0.0,0.28,0.4,0.07,1119,1119
0.35,0.44,0.43,0.67,0.43,0.37,0.32,0.06,0.28,0.35,0.55,1120,1120
0.5,0.52,0.65,0.32,0.52,0.56,0.46,0.17,0.28,0.48,0.58,1121,1121
0.42,0.41,0.7,0.3,0.39,0.46,0.15,0.04,0.25,0.41,0.03,1122,1122
0.55,0.3,0.59,0.12,0.31,0.44,0.35,0.03,0.15,0.53,0.14,1123,1123
0.24,0.66,0.73,0.41,0.63,0.28,0.31,0.28,0.14,0.19,0.52,1124,1124
0.39,0.45,0.72,0.25,0.38,0.33,0.19,0.35,0.14,0.33,0.09,1125,1125
0.48,0.59,0.58,0.45,0.56,0.31,0.41,0.15,0.36,0.47,0.6,1126,1126
0.2,0.59,0.53,0.68,0.54,0.25,0.62,0.99,0.14,0.19,1.0,1127,1127
0.32,0.28,0.47,0.26,0.23,0.55,0.21,0.0,0.25,0.31,0.01,1128,1128
0.17,0.67,0.48,0.34,0.62,0.19,0.6,0.28,0.09,0.15,0.54,1129,1129
0.09,0.51,0.26,0.67,0.43,0.11,0.65,0.15,0.06,0.12,0.12,1130,1130
0.21,0.7,0.59,0.28,0.68,0.22,0.5,0.51,0.1,0.19,0.83,1131,1131
0.2,0.57,0.41,0.32,0.52,0.25,0.43,0.36,0.09,0.19,0.39,1132,1132
0.21,0.71,0.67,0.39,0.7,0.27,0.33,0.16,0.12,0.2,0.29,1133,1133
0.29,0.62,0.73,0.5,0.58,0.3,0.35,0.19,0.15,0.28,0.82,1134,1134
0.28,0.42,0.64,0.24,0.37,0.47,0.22,0.0,0.14,0.28,0.04,1135,1135
0.32,0.52,0.62,0.31,0.48,0.24,0.45,0.1,0.2,0.35,0.01,1136,1136
0.56,0.37,0.16,0.65,0.29,0.16,0.55,0.21,0.5,0.56,0.52,1137,1137
0.63,0.35,0.61,0.66,0.26,0.59,0.23,0.17,0.72,0.62,0.15,1138,1138
0.98,0.34,0.93,0.33,0.29,0.47,0.24,0.04,0.58,0.92,0.13,1139,1139
0.54,0.54,0.66,0.35,0.47,0.39,0.32,0.05,0.31,0.53,0.1,1140,1140
0.35,0.57,0.52,0.42,0.55,0.29,0.4,0.45,0.14,0.34,0.39,1141,1141
0.51,0.48,0.43,0.62,0.45,0.38,0.46,0.07,0.38,0.51,0.1,1142,1142
0.16,0.27,0.42,0.42,0.33,0.22,0.4,0.45,0.11,0.14,0.07,1143,1143
0.59,0.41,0.91,0.43,0.34,0.6,0.26,0.23,0.39,0.6,0.18,1144,1144
0.09,0.65,0.33,0.52,0.56,0.12,0.74,0.22,0.07,0.05,1.0,1145,1145
