pers_per_fam,population,pct_speak_engl_only,pct_use_pub_trans,pct_wo_full_plumb,pct_occup_manu,rent_high_q,pct_occup_mgmt_prof,pct_hous_own_occ,age_pct16t24,violent_crimes_per_pop,squirrel_id
0.59,0.1,0.31,0.29,0.25,0.43,0.63,0.32,0.05,0.42,1.0,_865_
0.45,0.01,0.98,0.03,0.12,0.76,0.23,0.28,0.53,0.29,0.38,_866_
0.51,0.01,0.96,0.04,0.09,0.47,0.44,0.42,0.72,0.27,0.03,_867_
0.44,0.07,0.95,0.06,0.15,0.76,0.26,0.29,0.59,0.28,0.08,_868_
0.5,0.02,0.83,0.05,0.0,0.31,0.57,0.52,0.89,0.24,0.03,_869_
0.41,0.01,0.98,0.0,0.29,0.34,0.2,0.27,0.84,0.27,0.22,_870_
0.51,0.03,0.93,0.05,0.0,0.29,0.38,0.59,0.68,0.25,0.04,_871_
0.46,0.12,0.91,0.14,0.24,0.66,0.14,0.25,0.48,0.3,0.51,_872_
0.51,0.01,0.97,0.03,0.11,0.49,0.3,0.4,0.53,0.35,0.06,_873_
0.31,0.0,0.77,0.23,0.06,0.59,0.26,0.21,0.58,0.24,0.04,_874_
0.12,0.04,0.77,0.02,0.1,0.45,0.43,0.28,0.54,0.14,0.38,_875_
0.5,0.0,0.97,0.0,0.44,0.82,0.09,0.28,0.54,0.45,0.63,_876_
0.54,0.0,0.74,0.04,0.11,0.28,0.66,0.65,0.66,0.27,0.13,_877_
0.4,0.0,0.85,0.12,0.0,0.37,0.61,0.36,0.73,0.27,0.06,_878_
0.44,0.0,0.9,0.02,0.0,0.39,0.19,0.4,0.73,0.26,0.14,_879_
0.53,0.06,0.85,0.5,0.04,0.16,0.73,0.7,0.86,0.29,0.03,_880_
0.45,0.02,0.95,0.24,0.22,0.68,0.18,0.18,0.4,0.29,0.2,_881_
0.61,0.78,0.88,0.95,0.53,0.31,0.22,0.49,0.3,0.36,0.84,_882_
0.76,0.14,0.33,0.17,0.17,0.37,0.74,0.39,0.6,0.37,0.26,_883_
0.54,0.01,0.82,0.13,0.0,0.37,0.46,0.49,0.67,0.16,0.15,_884_
0.42,0.03,0.33,0.26,0.34,0.66,0.57,0.23,0.28,0.27,0.12,_885_
0.75,1.0,0.33,0.2,0.28,0.36,0.86,0.45,0.53,0.36,0.27,_886_
0.53,0.03,0.95,0.07,0.54,0.44,0.2,0.44,0.48,0.31,0.69,_887_
0.48,0.0,0.93,0.04,0.52,0.72,0.23,0.27,0.49,0.41,0.04,_888_
0.81,0.03,0.24,0.0,0.73,0.57,0.26,0.17,0.39,0.37,0.51,_889_
0.49,0.02,0.55,0.14,0.2,0.55,0.41,0.37,0.58,0.47,0.05,_890_
0.49,0.04,0.56,0.49,0.31,0.41,0.58,0.36,0.42,0.28,0.2,_891_
0.52,0.07,0.93,0.4,0.05,0.27,0.69,0.46,0.59,0.31,0.18,_892_
0.37,0.03,0.95,0.06,0.06,0.53,0.18,0.33,0.59,0.29,0.45,_893_
0.42,0.02,0.95,0.01,0.23,0.75,0.16,0.37,0.57,0.46,0.01,_894_
0.49,0.02,0.89,0.07,0.08,0.33,0.67,0.37,0.9,0.23,0.03,_895_
0.44,0.13,0.48,0.14,0.16,0.27,0.89,0.57,0.34,0.39,0.2,_896_
0.49,0.0,0.98,0.03,0.36,0.5,0.08,0.35,0.53,0.28,0.31,_897_
1.0,0.02,0.0,0.3,0.74,1.0,0.58,0.06,0.44,0.45,0.47,_898_
0.31,0.04,0.38,0.24,0.11,0.0,1.0,0.92,0.3,0.22,0.45,_899_
0.46,0.06,0.84,0.05,0.18,0.27,0.58,0.49,0.59,0.22,0.22,_900_
0.6,0.01,0.86,0.0,0.13,0.42,0.36,0.44,0.75,0.29,0.27,_901_
0.37,0.0,0.96,0.0,0.39,0.49,0.07,0.39,0.44,0.56,0.15,_902_
0.33,0.0,0.98,0.02,0.07,0.57,0.16,0.32,0.49,0.43,0.32,_903_
0.44,0.05,0.95,0.03,0.01,0.31,0.4,0.51,0.57,0.31,0.2,_904_
0.56,0.01,0.83,0.11,0.06,0.18,0.91,0.67,0.88,0.25,0.02,_905_
0.57,0.01,0.98,0.03,0.23,0.26,0.45,0.49,0.82,0.19,0.0,_906_
0.46,0.14,0.92,0.06,0.18,0.49,0.2,0.37,0.53,0.33,0.65,_907_
0.42,0.42,0.96,0.48,0.33,0.48,0.16,0.36,0.45,0.3,0.41,_908_
1.0,0.01,0.95,0.05,0.29,0.43,0.24,0.43,0.72,0.34,0.08,_909_
0.32,0.01,0.93,0.01,0.32,0.4,0.1,0.44,0.46,0.55,0.22,_910_
0.35,0.01,0.92,0.21,0.14,0.53,0.32,0.35,0.49,0.23,0.1,_911_
0.59,0.02,0.82,1.0,0.09,0.13,0.65,0.79,0.62,0.22,0.08,_912_
0.42,0.02,0.89,0.04,0.09,0.38,0.33,0.47,0.7,0.22,0.09,_913_
0.44,0.0,0.97,0.0,0.04,0.71,0.15,0.36,0.53,0.23,0.52,_914_
0.56,0.02,0.55,0.87,0.29,0.39,0.66,0.63,0.53,0.24,0.26,_915_
0.55,0.02,0.98,0.01,0.53,0.39,0.27,0.35,0.75,0.3,0.5,_916_
0.85,0.13,0.0,1.0,0.28,0.35,0.82,0.3,0.49,0.35,0.24,_917_
0.4,0.03,0.93,0.0,0.17,0.46,0.24,0.42,0.48,0.39,0.3,_918_
0.4,0.03,0.95,0.03,0.18,0.27,0.35,0.41,0.49,0.31,0.01,_919_
0.28,0.0,0.88,0.16,0.18,0.31,0.33,0.58,0.47,0.53,0.12,_920_
0.51,0.11,0.83,0.11,0.17,0.55,0.28,0.27,0.54,0.33,0.22,_921_
0.47,0.14,0.31,0.19,0.3,0.78,0.29,0.21,0.3,0.32,0.59,_922_
0.33,0.0,0.81,0.09,0.29,0.11,0.75,0.82,0.53,0.15,0.06,_923_
0.96,0.03,0.0,0.02,1.0,0.45,0.11,0.27,0.67,0.38,0.07,_924_
0.47,0.03,0.82,0.09,0.09,0.42,0.42,0.33,0.69,0.26,0.04,_925_
0.4,0.03,0.98,0.0,0.3,0.73,0.24,0.3,0.53,0.27,0.35,_926_
0.4,0.03,0.94,0.02,0.05,0.39,0.31,0.35,0.55,0.28,0.11,_927_
0.46,0.01,0.92,0.08,0.19,0.22,0.59,0.43,0.58,0.32,0.16,_928_
0.74,0.03,0.84,0.03,0.06,0.28,0.41,0.47,0.63,0.31,0.1,_929_
0.38,0.01,0.92,0.04,0.21,0.36,0.35,0.4,0.45,0.26,0.69,_930_
0.39,0.12,0.82,0.15,0.26,0.15,0.28,0.65,0.34,0.92,0.65,_931_
0.52,0.02,0.97,0.02,0.11,0.59,0.23,0.26,0.57,0.31,0.18,_932_
0.43,0.01,0.83,0.25,0.11,0.45,0.23,0.3,0.32,0.31,0.28,_933_
0.44,0.04,0.87,0.11,0.36,0.51,0.23,0.38,0.55,0.27,0.02,_934_
0.51,0.01,0.88,0.02,0.14,0.42,0.38,0.46,0.87,0.23,0.03,_935_
0.37,0.02,0.87,0.0,0.05,0.15,0.43,0.73,0.56,0.24,0.06,_936_
0.66,0.06,0.62,0.22,0.18,0.43,0.56,0.41,0.59,0.26,0.24,_937_
0.58,0.01,0.7,0.59,0.0,0.29,0.74,0.46,0.71,0.25,0.02,_938_
0.4,0.03,0.88,0.52,0.09,0.08,0.53,1.0,0.58,0.19,0.17,_939_
1.0,0.02,0.0,0.03,0.52,0.5,0.2,0.25,0.5,0.38,0.34,_940_
0.69,0.03,0.76,0.06,0.24,0.46,0.43,0.25,0.69,0.32,0.16,_941_
0.45,0.06,0.89,0.11,0.07,0.12,0.51,0.66,0.62,0.28,0.08,_942_
0.58,0.01,0.89,0.0,0.14,0.04,0.69,1.0,0.79,0.11,0.03,_943_
0.33,0.01,0.97,0.01,0.47,0.38,0.15,0.47,0.57,0.31,0.25,_944_
0.31,0.02,0.95,0.04,0.2,0.39,0.12,0.4,0.58,0.43,0.22,_945_
0.44,0.02,0.91,0.02,0.18,0.69,0.2,0.28,0.58,0.3,0.18,_946_
0.58,0.03,0.97,0.04,0.09,0.17,0.4,0.66,0.72,0.35,0.05,_947_
0.49,0.0,0.29,1.0,0.12,0.39,0.66,0.36,0.23,0.29,0.13,_948_
0.49,0.01,0.97,0.01,0.43,0.66,0.09,0.29,0.5,0.27,0.3,_949_
0.59,0.01,0.98,0.42,0.28,0.67,0.17,0.17,0.32,0.35,0.45,_950_
0.38,0.31,0.95,0.72,0.34,0.4,0.3,0.42,0.33,0.4,0.67,_951_
0.35,0.09,0.59,0.52,0.14,0.41,0.66,0.36,0.49,0.22,0.37,_952_
0.44,0.01,0.89,0.03,0.82,0.38,0.24,0.36,0.56,0.3,0.15,_953_
0.44,0.01,0.86,0.02,0.22,0.4,0.42,0.35,0.47,0.27,0.26,_954_
0.48,0.08,0.96,0.06,0.1,0.46,0.18,0.37,0.6,0.36,0.13,_955_
0.56,0.03,0.71,0.03,0.56,0.39,0.23,0.34,0.34,0.41,0.58,_956_
0.56,0.0,0.76,0.54,0.16,0.13,1.0,0.9,0.93,0.23,0.02,_957_
0.67,0.07,0.93,0.21,0.4,0.32,0.14,0.48,0.4,0.52,0.81,_958_
0.42,0.03,0.94,0.02,0.17,0.14,0.43,0.71,0.54,0.24,0.06,_959_
0.48,0.0,0.9,0.16,0.0,0.1,0.41,0.87,0.74,0.41,0.12,_960_
0.37,0.01,0.98,0.02,0.3,0.71,0.14,0.26,0.59,0.26,0.07,_961_
0.71,0.02,0.85,0.0,0.25,0.32,0.49,0.36,0.82,0.21,0.07,_962_
0.44,0.01,0.95,0.0,0.06,0.42,0.19,0.45,0.55,0.28,0.06,_963_
0.4,0.0,0.91,0.02,0.0,0.35,0.3,0.45,0.2,1.0,0.06,_964_
0.35,0.02,0.94,1.0,0.56,0.29,0.26,0.52,0.27,0.23,1.0,_965_
0.61,0.08,0.94,0.0,0.14,0.27,0.35,0.48,0.71,0.22,0.07,_966_
0.58,0.01,0.81,0.02,0.09,0.37,0.43,0.38,0.89,0.33,0.08,_967_
0.62,0.0,0.73,0.06,0.0,0.18,1.0,0.61,0.92,0.29,0.04,_968_
0.36,0.12,0.78,0.38,0.1,0.15,0.59,0.68,0.49,0.29,0.09,_969_
0.43,0.05,0.88,0.29,0.13,0.28,0.65,0.52,0.5,0.3,0.04,_970_
0.42,0.1,0.91,0.0,0.23,0.61,0.16,0.35,0.5,0.29,0.29,_971_
0.39,0.0,0.78,0.0,0.26,0.37,0.12,0.28,0.58,0.54,0.05,_972_
0.46,0.0,0.9,0.08,0.32,0.3,0.6,0.64,0.78,0.24,0.02,_973_
0.42,0.03,0.96,0.01,0.17,0.69,0.14,0.26,0.61,0.29,0.11,_974_
0.97,0.01,0.0,0.07,0.58,0.68,0.73,0.25,0.47,0.4,0.68,_975_
0.5,0.01,0.92,0.07,0.2,0.3,0.49,0.49,0.79,0.62,0.03,_976_
0.61,0.02,0.9,0.02,0.09,0.24,0.82,0.6,0.82,0.27,0.01,_977_
0.43,0.06,0.95,0.07,0.2,0.32,0.22,0.55,0.27,0.99,0.65,_978_
0.55,0.02,0.89,0.35,0.14,0.31,0.59,0.41,0.75,0.29,0.2,_979_
0.4,0.0,0.93,0.07,0.1,0.3,0.5,0.53,0.52,0.27,0.12,_980_
0.59,0.03,0.83,0.06,0.29,0.28,0.62,0.52,0.6,0.35,0.12,_981_
0.39,0.0,0.95,0.0,0.0,0.2,0.16,0.59,0.33,1.0,0.03,_982_
0.44,0.02,0.96,0.03,0.17,0.57,0.23,0.41,0.55,0.26,0.05,_983_
0.44,0.06,0.79,0.01,0.18,0.48,0.21,0.43,0.42,0.28,0.48,_984_
0.54,0.11,0.86,0.07,0.11,0.27,0.67,0.48,0.81,0.28,0.08,_985_
0.4,0.03,0.88,0.12,0.14,0.14,0.59,0.51,0.27,0.52,0.49,_986_
0.49,0.01,0.89,0.05,0.11,0.41,0.54,0.43,0.48,0.26,0.23,_987_
0.38,0.0,0.98,0.01,0.27,0.68,0.06,0.28,0.59,0.29,0.1,_988_
0.55,0.01,0.97,0.01,0.22,0.81,0.24,0.28,0.35,0.37,0.37,_989_
0.48,0.03,0.95,0.02,0.14,0.71,0.19,0.23,0.48,0.29,0.12,_990_
0.58,0.04,0.88,0.16,0.11,0.24,0.35,0.6,0.81,0.24,0.02,_991_
0.42,0.01,0.95,0.76,0.59,0.24,0.34,0.75,0.42,0.27,0.42,_992_
0.47,0.0,0.97,0.01,0.07,0.56,0.16,0.24,0.73,0.3,0.65,_993_
0.74,0.01,0.29,0.01,0.45,0.3,0.21,0.45,0.52,0.27,0.66,_994_
0.42,0.0,0.98,0.06,0.54,0.83,0.16,0.27,0.54,0.33,0.12,_995_
0.55,0.8,0.82,0.8,0.43,0.67,0.15,0.2,0.35,0.31,0.69,_996_
0.44,0.0,0.87,0.18,0.11,0.23,0.69,0.68,0.7,0.23,0.15,_997_
0.51,0.01,0.87,0.61,0.0,0.04,1.0,0.91,0.87,0.2,0.02,_998_
0.27,0.01,0.98,0.1,0.22,0.23,0.2,0.51,0.61,0.19,0.09,_999_
0.35,0.03,0.88,0.08,0.05,0.25,0.75,0.6,0.63,0.21,0.03,_1000_
0.62,0.13,0.7,0.31,0.55,0.51,0.53,0.28,0.42,0.35,0.54,_1001_
0.2,0.0,0.96,0.02,0.07,0.18,0.29,0.51,0.17,1.0,0.06,_1002_
0.69,0.02,0.67,0.02,0.16,0.46,0.32,0.31,0.37,0.32,0.29,_1003_
0.41,0.29,0.91,0.2,0.25,0.39,0.28,0.34,0.54,0.35,0.19,_1004_
0.66,0.1,0.78,0.12,0.18,0.27,0.28,0.42,0.5,0.33,0.5,_1005_
0.49,0.02,0.9,0.09,0.05,0.27,0.66,0.52,0.71,0.26,0.11,_1006_
0.45,0.0,0.94,0.0,0.22,0.69,0.19,0.34,0.72,0.26,0.06,_1007_
0.51,0.01,0.89,0.09,0.22,0.19,0.88,0.67,0.86,0.18,0.02,_1008_
0.54,0.07,0.63,0.31,0.43,0.77,0.27,0.25,0.34,0.45,0.36,_1009_
0.54,0.05,0.62,0.03,0.21,0.45,0.41,0.33,0.48,0.28,0.24,_1010_
0.76,0.02,0.43,0.03,0.36,0.66,0.46,0.22,0.65,0.32,0.57,_1011_
0.42,0.06,0.98,0.03,0.26,0.53,0.2,0.33,0.47,0.28,0.45,_1012_
0.55,0.01,0.88,0.12,0.58,0.3,0.78,0.48,0.86,0.24,0.03,_1013_
0.41,0.01,0.68,0.47,0.14,0.28,0.51,0.4,0.46,0.22,0.06,_1014_
0.28,0.04,0.85,0.05,0.1,0.07,1.0,0.98,0.55,0.19,0.14,_1015_
0.69,0.0,0.93,0.08,0.36,0.42,0.56,0.33,0.81,0.34,0.13,_1016_
0.35,0.0,0.86,0.02,0.15,0.19,0.59,0.68,0.67,0.33,0.05,_1017_
0.85,0.02,0.82,0.04,0.11,0.53,0.28,0.28,0.44,0.51,0.07,_1018_
0.37,0.03,0.99,0.04,0.22,0.64,0.16,0.29,0.49,0.28,0.53,_1019_
0.42,0.0,0.96,0.03,0.21,0.55,0.1,0.38,0.54,0.23,0.05,_1020_
0.44,0.03,0.82,0.42,0.11,0.35,0.46,0.46,0.25,0.31,0.45,_1021_
0.33,0.02,0.85,0.05,0.03,0.68,0.13,0.25,0.68,0.2,0.1,_1022_
0.23,0.08,0.77,0.7,0.13,0.09,0.83,0.79,0.62,0.18,0.12,_1023_
0.79,0.02,0.92,0.07,0.0,0.4,0.25,0.4,0.79,0.3,0.15,_1024_
0.49,0.0,0.89,0.24,0.1,0.48,0.35,0.18,0.64,0.32,0.03,_1025_
1.0,0.02,0.0,0.02,1.0,0.32,0.23,0.16,0.42,0.39,0.31,_1026_
0.3,0.03,0.92,0.0,0.07,0.18,0.26,0.7,0.6,0.19,0.14,_1027_
0.59,0.01,0.89,0.1,0.13,0.27,0.56,0.64,0.65,0.24,0.03,_1028_
0.51,0.01,0.95,0.28,0.13,0.1,0.53,0.71,0.94,0.18,0.01,_1029_
0.2,0.02,0.71,0.04,0.03,0.12,0.67,0.47,0.57,0.2,0.31,_1030_
0.69,0.03,0.94,0.18,0.11,0.27,0.28,0.45,0.85,0.32,0.03,_1031_
0.44,0.01,0.74,0.13,0.15,0.23,0.55,0.55,0.31,0.35,0.09,_1032_
0.47,0.0,0.96,0.01,0.46,0.77,0.19,0.21,0.5,0.35,0.11,_1033_
0.67,0.03,0.79,0.0,0.33,0.45,0.33,0.34,0.66,0.27,0.16,_1034_
0.57,0.04,0.67,0.48,0.15,0.26,0.91,0.44,0.6,0.25,0.26,_1035_
0.6,0.05,0.49,0.03,0.23,0.57,0.37,0.33,0.41,0.34,0.35,_1036_
0.65,0.04,0.8,0.05,0.09,0.45,0.19,0.45,0.29,0.86,0.04,_1037_
0.34,0.22,0.67,0.26,0.33,0.31,0.42,0.39,0.44,0.21,0.59,_1038_
0.56,0.01,0.01,0.96,1.0,0.74,0.53,0.19,0.16,0.3,0.24,_1039_
0.58,0.0,0.73,0.0,0.42,0.6,0.18,0.23,0.55,0.35,0.15,_1040_
0.47,0.01,0.65,0.5,0.0,0.09,1.0,0.8,0.79,0.24,0.04,_1041_
0.51,0.04,0.75,0.5,0.0,0.45,0.59,0.37,0.66,0.28,0.12,_1042_
0.45,0.34,0.86,0.23,0.1,0.26,0.39,0.44,0.5,0.28,0.75,_1043_
0.58,0.0,0.67,0.01,0.31,0.61,0.14,0.29,0.47,0.43,0.12,_1044_
0.44,0.06,0.74,0.03,0.23,0.24,0.51,0.43,0.7,0.27,0.22,_1045_
0.43,0.02,0.96,0.09,0.02,0.31,0.36,0.52,0.63,0.27,0.16,_1046_
0.51,0.0,0.87,0.1,0.07,0.57,0.16,0.16,0.52,0.27,0.45,_1047_
0.43,0.01,0.83,0.08,0.0,0.36,0.52,0.41,0.67,0.25,0.09,_1048_
0.35,0.03,0.72,0.2,0.19,0.1,1.0,0.88,0.43,0.15,0.25,_1049_
0.37,0.09,0.82,0.28,0.25,0.32,0.28,0.36,0.33,0.38,0.43,_1050_
0.67,0.01,0.5,0.02,0.39,0.48,0.17,0.3,0.67,0.44,0.1,_1051_
0.49,0.04,0.91,0.1,0.19,0.74,0.2,0.23,0.51,0.31,0.27,_1052_
0.44,0.07,0.81,0.15,0.11,0.37,0.46,0.32,0.44,0.31,0.2,_1053_
0.29,0.07,0.7,0.15,0.11,0.05,1.0,1.0,0.47,0.21,0.1,_1054_
0.56,0.03,0.78,0.07,0.33,0.23,0.47,0.63,0.66,0.24,0.05,_1055_
0.37,0.02,0.97,0.02,0.07,0.55,0.23,0.23,0.47,0.32,0.09,_1056_
0.58,0.01,0.93,0.1,0.0,0.36,0.4,0.43,0.9,0.26,0.11,_1057_
0.4,0.01,0.89,0.01,0.1,0.11,0.39,0.93,0.53,0.21,0.08,_1058_
0.51,0.03,0.91,0.89,0.11,0.17,0.64,0.65,0.59,0.25,0.03,_1059_
0.47,0.01,0.83,0.02,0.26,0.38,0.31,0.35,0.47,0.32,0.09,_1060_
0.42,0.01,0.73,0.06,0.05,0.33,0.42,0.49,0.57,0.23,0.03,_1061_
0.37,0.01,0.98,0.0,0.52,0.73,0.08,0.36,0.59,0.28,0.15,_1062_
0.54,0.04,0.92,0.16,0.1,0.44,0.55,0.31,0.74,0.27,0.06,_1063_
0.43,0.08,0.73,0.09,0.07,0.33,0.62,0.4,0.51,0.27,0.25,_1064_
0.49,0.11,0.92,0.07,0.25,0.44,0.18,0.33,0.61,0.31,0.63,_1065_
0.47,0.03,0.95,0.04,0.08,0.39,0.42,0.41,0.78,0.23,0.04,_1066_
0.47,0.0,0.91,0.23,0.0,0.15,0.65,0.8,0.66,0.26,0.03,_1067_
0.29,0.03,0.71,0.34,0.06,0.12,0.52,0.67,0.1,1.0,0.15,_1068_
0.44,0.0,0.82,0.0,0.56,0.23,0.2,0.53,0.44,0.82,0.03,_1069_
0.44,0.0,0.79,0.07,0.3,0.59,0.57,0.22,0.66,0.24,0.05,_1070_
0.74,1.0,0.12,0.61,0.56,0.46,0.64,0.42,0.24,0.41,1.0,_1071_
0.63,0.0,0.87,0.16,0.14,0.22,0.76,0.55,0.89,0.31,0.05,_1072_
0.46,0.11,0.75,0.06,0.17,0.33,0.62,0.53,0.48,0.3,0.03,_1073_
0.42,0.01,0.9,0.03,0.11,0.27,0.18,0.61,0.29,0.88,0.29,_1074_
0.29,0.01,0.94,0.05,0.11,0.53,0.4,0.37,0.73,0.23,0.05,_1075_
0.44,0.7,0.88,0.05,0.4,0.37,0.22,0.4,0.51,0.3,0.57,_1076_
0.35,0.02,0.88,0.08,0.14,0.34,0.45,0.45,0.38,0.47,0.04,_1077_
0.4,0.04,0.74,0.13,0.07,0.36,0.48,0.42,0.5,0.3,0.1,_1078_
0.42,0.03,0.91,0.34,0.13,0.27,0.3,0.48,0.86,0.21,0.03,_1079_
0.72,0.0,0.93,0.29,0.05,0.39,0.62,0.36,0.88,0.25,0.05,_1080_
0.63,0.03,0.77,0.01,0.37,0.47,0.14,0.34,0.57,0.3,0.6,_1081_
0.29,0.0,0.84,0.45,0.0,0.42,0.4,0.36,0.24,0.35,0.67,_1082_
0.67,0.01,0.38,0.0,0.16,0.47,0.27,0.28,0.52,0.27,0.68,_1083_
0.42,0.0,0.9,0.25,0.12,0.23,0.66,0.69,0.63,0.18,0.06,_1084_
0.45,0.01,0.89,0.07,0.12,0.29,0.63,0.51,0.61,0.23,0.07,_1085_
0.47,0.0,0.97,0.01,0.37,0.51,0.11,0.32,0.59,0.25,0.24,_1086_
0.52,0.01,0.95,0.01,0.05,0.46,0.38,0.38,0.46,0.28,0.03,_1087_
0.88,0.0,0.07,0.0,0.61,0.46,0.23,0.19,0.5,0.37,0.24,_1088_
0.56,0.03,0.68,0.37,0.21,0.09,1.0,0.8,0.98,0.24,0.04,_1089_
0.41,0.01,0.95,0.0,1.0,0.5,0.06,0.26,0.57,0.39,0.41,_1090_
0.6,0.03,0.47,0.13,0.34,0.37,0.28,0.42,0.13,1.0,0.19,_1091_
0.6,0.11,0.7,0.08,0.1,0.39,0.55,0.32,0.46,0.36,0.39,_1092_
0.64,0.01,0.91,0.02,0.0,0.11,0.67,0.68,0.87,0.18,0.18,_1093_
0.31,0.01,0.87,0.07,0.51,0.34,0.36,0.45,0.29,1.0,0.16,_1094_
0.47,0.0,0.94,0.01,0.16,0.41,0.27,0.49,0.62,0.29,0.02,_1095_
0.85,0.05,0.18,0.14,0.13,0.65,0.62,0.23,0.36,0.53,0.27,_1096_
0.5,0.0,0.83,0.09,0.05,0.16,1.0,0.81,0.97,0.2,0.06,_1097_
0.37,0.0,0.89,0.03,0.0,0.04,1.0,1.0,0.99,0.2,0.06,_1098_
0.42,0.02,0.94,0.01,0.22,0.69,0.14,0.28,0.5,0.44,0.42,_1099_
0.26,0.03,0.79,0.35,0.04,0.08,1.0,0.76,0.38,1.0,0.14,_1100_
0.42,0.13,0.44,0.18,0.33,0.29,0.71,0.51,0.32,0.29,0.2,_1101_
0.47,0.01,0.91,0.41,0.0,0.17,0.6,0.85,0.88,0.19,0.06,_1102_
0.5,0.0,0.92,0.07,0.39,0.31,0.48,0.5,0.73,0.22,0.15,_1103_
0.96,0.12,0.0,0.03,0.79,0.33,0.22,0.46,0.52,0.4,0.31,_1104_
0.38,0.02,0.93,0.0,0.19,0.39,0.5,0.44,0.49,0.61,0.17,_1105_
0.34,0.04,0.91,0.09,0.36,0.26,0.33,0.49,0.36,0.44,0.09,_1106_
0.64,0.0,0.84,0.01,0.08,0.42,0.39,0.22,0.81,0.29,0.26,_1107_
0.56,0.01,0.97,0.01,0.66,0.32,0.25,0.48,0.82,0.26,0.06,_1108_
0.56,0.01,0.1,0.13,0.41,1.0,0.29,0.06,0.03,0.35,0.61,_1109_
0.32,0.0,0.97,0.12,0.08,0.12,0.43,0.7,0.34,0.3,0.29,_1110_
0.51,0.01,0.98,0.01,0.56,1.0,0.11,0.23,0.54,0.4,0.16,_1111_
0.36,0.03,0.96,0.09,0.08,0.31,0.29,0.42,0.63,0.28,0.11,_1112_
0.45,0.06,0.68,0.55,0.18,0.25,0.58,0.48,0.44,0.26,0.15,_1113_
0.58,0.01,0.85,0.58,0.0,0.07,0.68,0.84,0.88,0.18,0.05,_1114_
0.35,0.06,0.81,0.09,0.34,0.21,0.28,0.63,0.29,0.98,0.09,_1115_
0.42,0.02,0.91,0.05,0.06,0.46,0.26,0.45,0.32,0.96,0.08,_1116_
0.35,0.01,0.78,0.05,0.09,0.14,0.41,0.7,0.55,0.35,0.09,_1117_
0.41,0.04,0.9,0.01,0.12,0.27,0.35,0.44,0.55,0.29,0.35,_1118_
0.35,0.01,0.83,0.34,0.12,0.08,0.5,0.96,0.34,0.2,0.07,_1119_
0.43,0.02,0.93,0.09,0.17,0.25,0.39,0.63,0.43,0.59,0.55,_1120_
0.19,0.06,0.71,0.06,0.17,0.23,0.56,0.4,0.65,0.14,0.58,_1121_
0.27,0.01,0.83,0.09,0.05,0.41,0.43,0.53,0.5,0.23,0.03,_1122_
0.0,0.06,0.74,0.04,0.09,0.19,0.56,0.38,0.76,0.08,0.14,_1123_
0.4,0.1,0.95,0.15,0.14,0.74,0.22,0.3,0.44,0.34,0.52,_1124_
0.6,0.05,0.94,0.03,0.1,0.32,0.35,0.44,0.67,0.29,0.09,_1125_
0.63,0.16,0.57,0.21,0.13,0.33,0.55,0.35,0.54,0.33,0.6,_1126_
0.53,0.34,0.89,0.11,0.29,0.28,0.2,0.51,0.42,0.54,1.0,_1127_
0.52,0.0,0.96,0.08,0.07,0.21,0.31,0.73,0.66,0.22,0.01,_1128_
0.47,0.0,0.85,0.0,0.55,0.44,0.17,0.34,0.5,0.38,0.54,_1129_
0.49,0.0,0.54,0.0,0.39,0.36,0.11,0.39,0.48,0.75,0.12,_1130_
0.31,0.01,0.93,0.04,0.18,0.41,0.2,0.3,0.48,0.23,0.83,_1131_
0.6,0.07,0.5,0.01,0.33,0.38,0.22,0.34,0.49,0.3,0.39,_1132_
0.29,0.08,0.94,0.15,0.25,0.44,0.22,0.43,0.47,0.27,0.29,_1133_
0.46,0.01,0.94,0.11,0.03,0.52,0.29,0.39,0.39,0.35,0.82,_1134_
0.31,0.01,0.94,0.02,0.0,0.26,0.28,0.58,0.65,0.2,0.04,_1135_
0.48,0.02,0.68,0.04,0.18,0.73,0.36,0.24,0.56,0.26,0.01,_1136_
1.0,0.07,0.0,0.31,0.57,0.65,0.63,0.18,0.37,0.42,0.52,_1137_
0.49,0.04,0.71,0.04,0.17,0.12,0.76,0.81,0.64,0.64,0.15,_1138_
0.77,0.01,0.3,0.35,0.29,0.24,1.0,0.55,0.88,0.21,0.13,_1139_
0.46,0.0,0.94,0.02,0.23,0.46,0.57,0.43,0.53,0.29,0.1,_1140_
0.51,0.03,0.84,0.09,0.56,0.54,0.36,0.28,0.56,0.32,0.39,_1141_
0.38,0.05,0.71,0.41,0.37,0.3,0.59,0.47,0.33,0.37,0.1,_1142_
0.43,0.0,0.87,0.12,0.22,0.56,0.17,0.33,0.72,0.19,0.07,_1143_
0.42,0.02,0.86,0.31,0.05,0.27,0.7,0.59,0.75,0.22,0.18,_1144_
0.61,0.02,0.97,0.02,1.0,0.65,0.07,0.39,0.42,0.33,1.0,_1145_
0.44,0.07,0.79,0.19,0.16,0.39,0.54,0.35,0.46,0.32,0.12,_1146_
0.49,0.02,0.83,0.25,0.0,0.14,0.41,0.73,0.9,0.21,0.08,_1147_
0.41,0.0,0.81,0.49,0.25,0.35,0.67,0.55,0.35,0.19,0.19,_1148_
0.48,0.0,0.92,0.0,0.48,0.45,0.08,0.34,0.58,0.24,0.1,_1149_
0.59,0.06,0.69,0.08,0.08,0.26,0.8,0.5,0.7,0.27,0.12,_1150_
