id,pct_not_speak_engl_well,rent_low_q,num_immig,pers_per_occup_hous,pct_teen2_par,householdsize,pers_per_own_occ_hous,pct_employ,pct_same_house85,pct_pop_under_pov,violent_crimes_per_pop
903,0.01,0.09,0.0,0.29,0.36,0.38,0.31,0.36,0.49,0.53,0.32
904,0.03,0.43,0.01,0.44,0.67,0.41,0.53,0.72,0.4,0.09,0.2
905,0.04,0.78,0.01,0.6,0.81,0.55,0.62,0.72,0.59,0.05,0.02
906,0.01,0.48,0.0,0.59,0.83,0.54,0.63,0.71,0.53,0.05,0.0
907,0.05,0.18,0.02,0.4,0.52,0.39,0.45,0.5,0.54,0.41,0.65
908,0.03,0.1,0.03,0.29,0.24,0.3,0.35,0.34,0.62,0.6,0.41
909,0.04,0.23,0.0,1.0,0.81,1.0,1.0,0.49,0.67,0.2,0.08
910,0.02,0.06,0.0,0.24,0.37,0.29,0.24,0.28,0.48,0.61,0.22
911,0.05,0.33,0.01,0.32,0.56,0.29,0.41,0.55,0.53,0.21,0.1
912,0.08,0.45,0.01,0.5,0.78,0.46,0.64,0.51,0.91,0.07,0.08
913,0.04,0.27,0.0,0.44,0.86,0.42,0.51,0.56,0.64,0.11,0.09
914,0.05,0.09,0.0,0.39,0.57,0.41,0.38,0.47,0.6,0.35,0.52
915,0.44,0.43,0.04,0.54,0.48,0.5,0.59,0.6,0.66,0.21,0.26
916,0.01,0.11,0.0,0.6,0.53,0.55,0.55,0.58,0.53,0.29,0.5
917,0.58,0.73,0.28,0.77,0.62,0.71,0.79,0.62,0.53,0.18,0.24
918,0.05,0.2,0.01,0.36,0.5,0.38,0.37,0.41,0.43,0.41,0.3
919,0.04,0.33,0.0,0.37,0.66,0.35,0.51,0.71,0.43,0.15,0.01
920,0.03,0.32,0.0,0.24,0.59,0.33,0.3,0.56,0.31,0.3,0.12
921,0.1,0.25,0.03,0.46,0.57,0.46,0.52,0.46,0.57,0.33,0.22
922,0.67,0.14,0.14,0.41,0.44,0.4,0.5,0.29,0.7,0.44,0.59
923,0.08,0.61,0.01,0.29,0.48,0.27,0.38,0.62,0.62,0.13,0.06
924,1.0,0.0,0.04,0.92,0.63,0.85,0.85,0.11,0.71,1.0,0.07
925,0.08,0.19,0.01,0.46,0.53,0.44,0.55,0.51,0.84,0.17,0.04
926,0.02,0.13,0.0,0.39,0.54,0.38,0.39,0.45,0.53,0.37,0.35
927,0.06,0.32,0.0,0.38,0.55,0.37,0.4,0.72,0.36,0.19,0.11
928,0.07,0.47,0.0,0.46,0.64,0.47,0.43,0.46,0.51,0.17,0.16
929,0.07,0.37,0.01,0.75,0.74,0.68,0.82,0.8,0.01,0.15,0.1
930,0.03,0.27,0.0,0.31,0.37,0.32,0.42,0.45,0.56,0.31,0.69
931,0.06,0.19,0.05,0.32,0.46,0.44,0.39,0.37,0.24,0.7,0.65
932,0.01,0.16,0.0,0.49,0.43,0.48,0.49,0.4,0.54,0.4,0.18
933,0.09,0.14,0.01,0.31,0.39,0.29,0.38,0.39,0.6,0.34,0.28
934,0.13,0.2,0.01,0.37,0.71,0.37,0.41,0.48,0.59,0.3,0.02
935,0.05,0.4,0.0,0.59,0.85,0.55,0.6,0.65,0.64,0.06,0.03
936,0.05,0.37,0.01,0.38,0.73,0.35,0.49,0.68,0.49,0.1,0.06
937,0.19,0.48,0.03,0.47,0.61,0.49,0.41,0.22,0.64,0.42,0.24
938,0.17,0.55,0.02,0.56,0.73,0.51,0.65,0.58,0.92,0.07,0.02
939,0.03,0.49,0.01,0.36,0.71,0.33,0.51,0.57,0.65,0.08,0.17
940,1.0,0.12,0.06,1.0,0.51,0.98,1.0,0.3,0.61,0.83,0.34
941,0.07,0.45,0.01,0.73,0.6,0.68,0.7,0.65,0.6,0.17,0.16
942,0.09,0.52,0.02,0.47,0.77,0.43,0.55,0.79,0.34,0.07,0.08
943,0.09,0.59,0.01,0.66,0.86,0.6,0.71,0.76,0.11,0.01,0.03
944,0.02,0.07,0.0,0.32,0.71,0.35,0.35,0.28,0.49,0.36,0.25
945,0.03,0.08,0.0,0.25,0.52,0.27,0.27,0.1,0.69,0.58,0.22
946,0.04,0.18,0.0,0.38,0.61,0.36,0.47,0.35,0.73,0.33,0.18
947,0.01,0.32,0.0,0.59,0.81,0.6,0.68,0.7,0.46,0.06,0.05
948,0.51,0.53,0.02,0.41,0.77,0.36,0.56,0.49,0.63,0.22,0.13
949,0.0,0.02,0.0,0.38,0.3,0.36,0.32,0.17,0.61,0.74,0.3
950,0.03,0.13,0.0,0.44,0.3,0.41,0.52,0.39,0.49,0.69,0.45
951,0.03,0.2,0.02,0.26,0.09,0.3,0.31,0.43,0.51,0.55,0.67
952,0.26,0.61,0.08,0.31,0.51,0.28,0.35,0.47,0.61,0.12,0.37
953,0.11,0.2,0.0,0.4,0.62,0.41,0.36,0.38,0.44,0.4,0.15
954,0.03,0.36,0.0,0.39,0.71,0.39,0.45,0.49,0.56,0.21,0.26
955,0.04,0.15,0.01,0.41,0.74,0.45,0.52,0.5,0.63,0.28,0.13
956,0.4,0.19,0.02,0.5,0.45,0.49,0.49,0.49,0.4,0.49,0.58
957,0.09,0.89,0.01,0.68,0.97,0.67,0.64,0.56,0.77,0.04,0.02
958,0.03,0.0,0.0,0.5,0.03,0.55,0.46,0.21,0.54,1.0,0.81
959,0.02,0.45,0.0,0.41,0.64,0.39,0.49,0.75,0.28,0.14,0.06
960,0.01,0.33,0.0,0.45,0.73,0.49,0.51,0.6,0.63,0.13,0.12
961,0.01,0.14,0.0,0.32,0.59,0.3,0.36,0.38,0.65,0.32,0.07
962,0.08,0.57,0.01,0.81,0.77,0.73,0.74,0.88,0.45,0.04,0.07
963,0.04,0.15,0.0,0.37,0.67,0.35,0.52,0.57,0.54,0.2,0.06
964,0.06,0.17,0.0,0.36,0.98,0.65,0.45,0.43,0.2,0.88,0.06
965,0.04,0.24,0.0,0.19,0.18,0.17,0.34,0.4,0.6,0.45,1.0
966,0.02,0.28,0.01,0.68,0.78,0.62,0.66,0.73,0.41,0.16,0.07
967,0.09,0.27,0.01,0.63,0.8,0.58,0.64,0.61,0.93,0.12,0.08
968,0.1,0.77,0.01,0.7,0.91,0.64,0.68,0.63,0.88,0.02,0.04
969,0.18,0.54,0.08,0.35,0.68,0.32,0.45,0.69,0.41,0.13,0.09
970,0.05,0.42,0.01,0.39,0.69,0.4,0.53,0.59,0.64,0.16,0.04
971,0.09,0.14,0.02,0.35,0.67,0.34,0.41,0.48,0.48,0.36,0.29
972,0.08,0.06,0.0,0.31,0.53,1.0,0.27,0.0,0.25,0.34,0.05
973,0.04,0.41,0.0,0.5,0.8,0.48,0.53,0.6,0.67,0.06,0.02
974,0.03,0.12,0.0,0.4,0.46,0.39,0.4,0.28,0.72,0.38,0.11
975,0.97,0.63,0.04,0.91,0.6,0.89,0.94,0.44,0.58,0.24,0.68
976,0.03,0.28,0.0,0.51,0.81,0.68,0.57,0.53,0.67,0.1,0.03
977,0.04,0.74,0.01,0.67,0.86,0.61,0.69,0.84,0.53,0.05,0.01
978,0.03,0.17,0.01,0.32,0.29,0.43,0.39,0.49,0.28,0.71,0.65
979,0.05,0.24,0.01,0.53,0.78,0.49,0.6,0.55,0.93,0.09,0.2
980,0.07,0.43,0.0,0.38,0.66,0.36,0.47,0.62,0.53,0.09,0.12
981,0.17,0.64,0.01,0.62,0.66,0.59,0.62,0.84,0.16,0.09,0.12
982,0.04,0.12,0.0,0.3,0.44,0.65,0.47,0.42,0.12,0.82,0.03
983,0.03,0.18,0.0,0.41,0.63,0.39,0.44,0.53,0.58,0.25,0.05
984,0.09,0.17,0.01,0.37,0.46,0.38,0.41,0.4,0.43,0.51,0.48
985,0.05,0.63,0.03,0.54,0.75,0.51,0.54,0.47,0.67,0.12,0.08
986,0.06,0.39,0.01,0.29,0.31,0.37,0.32,0.58,0.37,0.32,0.49
987,0.04,0.49,0.0,0.48,0.73,0.47,0.58,0.57,0.59,0.15,0.23
988,0.03,0.0,0.0,0.34,0.37,0.31,0.3,0.31,0.74,0.55,0.1
989,0.03,0.2,0.0,0.5,0.32,0.47,0.43,0.54,0.48,0.44,0.37
990,0.02,0.16,0.0,0.37,0.49,0.34,0.41,0.43,0.6,0.4,0.12
991,0.06,0.4,0.01,0.61,0.91,0.55,0.68,0.7,0.61,0.05,0.02
992,0.03,0.29,0.0,0.24,0.05,0.24,0.3,0.5,0.48,0.47,0.42
993,0.0,0.18,0.0,0.54,0.68,0.48,0.54,0.44,0.71,0.18,0.65
994,0.24,0.13,0.01,0.69,0.59,0.67,0.71,0.57,0.47,0.61,0.66
995,0.03,0.15,0.0,0.37,0.64,0.37,0.4,0.44,0.56,0.3,0.12
996,0.13,0.09,0.14,0.39,0.1,0.37,0.45,0.19,0.67,0.76,0.69
997,0.08,0.53,0.01,0.45,0.78,0.42,0.49,0.78,0.6,0.03,0.15
998,0.03,0.65,0.01,0.58,0.87,0.55,0.61,0.58,0.66,0.06,0.02
999,0.04,0.17,0.0,0.24,0.48,0.22,0.26,0.42,0.67,0.3,0.09
1000,0.04,0.6,0.01,0.31,0.65,0.29,0.35,0.67,0.58,0.08,0.03
1001,0.22,0.33,0.07,0.55,0.44,0.53,0.68,0.48,0.62,0.35,0.54
1002,0.03,0.23,0.0,0.19,0.42,0.72,0.28,0.19,0.03,1.0,0.06
1003,0.28,0.34,0.02,0.73,0.54,0.67,0.57,0.56,0.24,0.33,0.29
1004,0.07,0.25,0.04,0.33,0.55,0.34,0.4,0.6,0.53,0.33,0.19
1005,0.11,0.28,0.04,0.6,0.57,0.55,0.7,0.6,0.58,0.37,0.5
1006,0.04,0.49,0.01,0.48,0.64,0.48,0.54,0.61,0.79,0.11,0.11
1007,0.0,0.11,0.0,0.49,0.7,0.46,0.46,0.46,0.6,0.36,0.06
1008,0.02,0.65,0.01,0.56,0.88,0.53,0.57,0.78,0.38,0.05,0.02
1009,0.31,0.23,0.02,0.4,0.23,0.42,0.39,0.45,0.43,0.55,0.36
1010,0.35,0.38,0.03,0.54,0.62,0.52,0.54,0.55,0.41,0.24,0.24
1011,0.6,0.28,0.03,0.77,0.54,0.72,0.74,0.35,0.12,0.41,0.57
1012,0.03,0.16,0.0,0.37,0.59,0.35,0.4,0.39,0.54,0.41,0.45
1013,0.05,0.63,0.01,0.58,0.59,0.53,0.58,0.77,0.74,0.05,0.03
1014,0.21,0.48,0.01,0.36,0.83,0.33,0.52,0.48,0.9,0.08,0.06
1015,0.05,0.99,0.02,0.28,0.73,0.25,0.37,0.78,0.56,0.09,0.14
1016,0.02,0.38,0.0,0.71,0.59,0.67,0.77,0.67,0.72,0.09,0.13
1017,0.04,0.54,0.0,0.36,0.53,0.34,0.37,0.69,0.4,0.08,0.05
1018,0.1,0.22,0.01,0.81,0.62,0.87,0.84,0.48,0.36,0.46,0.07
1019,0.01,0.14,0.0,0.35,0.47,0.34,0.38,0.43,0.48,0.45,0.53
1020,0.01,0.09,0.0,0.36,0.58,0.33,0.41,0.24,0.69,0.48,0.05
1021,0.1,0.37,0.02,0.32,0.25,0.32,0.35,0.44,0.53,0.38,0.45
1022,0.06,0.12,0.0,0.34,0.8,0.32,0.38,0.22,0.86,0.24,0.1
1023,0.11,0.73,0.05,0.18,0.72,0.17,0.22,0.46,0.48,0.09,0.12
1024,0.05,0.25,0.0,0.79,0.74,0.73,0.8,0.72,0.59,0.1,0.15
1025,0.07,0.13,0.0,0.51,0.64,0.46,0.58,0.53,0.87,0.1,0.03
1026,1.0,0.18,0.06,1.0,0.6,0.96,1.0,0.22,0.54,0.63,0.31
1027,0.06,0.18,0.01,0.29,0.62,0.27,0.33,0.42,0.63,0.24,0.14
1028,0.08,0.3,0.0,0.52,0.73,0.47,0.65,0.71,0.58,0.06,0.03
1029,0.01,0.45,0.0,0.62,0.86,0.58,0.61,0.51,0.67,0.05,0.01
1030,0.26,0.63,0.02,0.22,0.5,0.2,0.19,0.44,0.27,0.18,0.31
1031,0.03,0.27,0.0,0.71,0.83,0.68,0.74,0.63,0.75,0.08,0.03
1032,0.14,0.57,0.01,0.34,0.6,0.38,0.46,0.7,0.38,0.12,0.09
1033,0.04,0.12,0.0,0.41,0.48,0.39,0.42,0.47,0.54,0.35,0.11
1034,0.09,0.29,0.01,0.7,0.69,0.65,0.69,0.67,0.47,0.22,0.16
1035,0.12,0.82,0.04,0.58,0.66,0.53,0.63,0.75,0.6,0.11,0.26
1036,0.53,0.35,0.05,0.58,0.58,0.55,0.57,0.41,0.31,0.34,0.35
1037,0.12,0.18,0.02,0.61,0.74,0.6,0.69,0.51,0.24,0.57,0.04
1038,0.25,0.37,0.17,0.21,0.23,0.23,0.21,0.43,0.48,0.45,0.59
1039,1.0,0.46,0.04,0.52,0.67,0.49,0.58,0.49,0.61,0.3,0.24
1040,0.39,0.13,0.01,0.53,0.42,0.54,0.43,0.37,0.45,0.65,0.15
1041,0.3,0.85,0.02,0.56,0.76,0.52,0.5,0.74,0.61,0.07,0.04
1042,0.08,0.6,0.02,0.53,0.73,0.48,0.6,0.63,0.74,0.07,0.12
1043,0.09,0.32,0.08,0.38,0.55,0.35,0.45,0.77,0.34,0.19,0.75
1044,0.19,0.05,0.0,0.51,0.61,0.6,0.48,0.28,0.44,0.69,0.12
1045,0.13,0.44,0.03,0.47,0.6,0.43,0.47,0.69,0.28,0.19,0.22
1046,0.02,0.32,0.0,0.45,0.8,0.42,0.53,0.76,0.5,0.08,0.16
1047,0.13,0.09,0.0,0.53,0.33,0.49,0.42,0.28,0.57,0.55,0.45
1048,0.04,0.37,0.0,0.43,0.75,0.39,0.49,0.61,0.78,0.11,0.09
1049,0.16,0.79,0.03,0.28,0.58,0.29,0.38,0.51,0.54,0.16,0.25
1050,0.09,0.26,0.02,0.27,0.33,0.29,0.34,0.4,0.53,0.39,0.43
1051,0.25,0.11,0.0,0.62,0.72,0.62,0.59,0.41,0.54,0.51,0.1
1052,0.05,0.16,0.0,0.41,0.33,0.46,0.45,0.37,0.64,0.43,0.27
1053,0.14,0.41,0.03,0.44,0.61,0.41,0.48,0.74,0.28,0.18,0.2
1054,0.13,0.79,0.07,0.25,0.59,0.26,0.35,0.64,0.53,0.11,0.1
1055,0.13,0.39,0.01,0.59,0.72,0.54,0.62,0.77,0.35,0.12,0.05
1056,0.04,0.23,0.0,0.33,0.61,0.33,0.43,0.5,0.56,0.24,0.09
1057,0.03,0.45,0.0,0.62,0.74,0.58,0.63,0.63,0.85,0.07,0.11
1058,0.06,0.39,0.0,0.39,0.64,0.36,0.48,0.83,0.05,0.1,0.08
1059,0.05,0.45,0.01,0.42,0.82,0.4,0.59,0.57,0.87,0.1,0.03
1060,0.16,0.28,0.01,0.4,0.71,0.39,0.46,0.47,0.38,0.34,0.09
1061,0.05,0.26,0.01,0.42,0.74,0.39,0.54,0.54,0.77,0.11,0.03
1062,0.02,0.02,0.0,0.39,0.51,0.37,0.4,0.45,0.61,0.38,0.15
1063,0.04,0.59,0.01,0.56,0.68,0.51,0.62,0.66,0.7,0.1,0.06
1064,0.3,0.55,0.04,0.42,0.56,0.41,0.39,0.5,0.44,0.19,0.25
1065,0.09,0.14,0.02,0.43,0.66,0.43,0.48,0.53,0.58,0.36,0.63
1066,0.02,0.41,0.0,0.52,0.71,0.48,0.58,0.68,0.76,0.06,0.04
1067,0.01,0.64,0.0,0.48,0.77,0.46,0.58,0.73,0.46,0.02,0.03
1068,0.05,0.37,0.02,0.27,0.21,0.66,0.32,0.21,0.02,1.0,0.15
1069,0.08,0.16,0.0,0.36,0.59,0.47,0.43,0.56,0.3,0.45,0.03
1070,0.12,0.52,0.0,0.44,0.55,0.4,0.5,0.57,0.85,0.1,0.05
1071,1.0,0.48,1.0,0.57,0.46,0.55,0.57,0.5,0.45,0.5,1.0
1072,0.08,0.4,0.01,0.68,0.83,0.62,0.7,0.65,0.93,0.02,0.05
1073,0.11,0.52,0.04,0.42,0.66,0.4,0.5,0.69,0.47,0.16,0.03
1074,0.1,0.12,0.01,0.34,0.33,0.37,0.43,0.38,0.32,0.9,0.29
1075,0.03,0.33,0.0,0.35,0.81,0.34,0.4,0.51,0.69,0.09,0.05
1076,0.09,0.18,0.13,0.37,0.52,0.35,0.39,0.52,0.46,0.42,0.57
1077,0.05,0.43,0.01,0.32,0.51,0.32,0.43,0.64,0.45,0.24,0.04
1078,0.12,0.35,0.02,0.33,0.71,0.32,0.52,0.52,0.76,0.16,0.1
1079,0.02,0.31,0.01,0.47,0.87,0.43,0.48,0.52,0.91,0.06,0.03
1080,0.04,0.4,0.0,0.75,0.85,0.71,0.74,0.72,0.72,0.06,0.05
1081,0.07,0.07,0.0,0.58,0.46,0.55,0.57,0.23,0.66,0.7,0.6
1082,0.1,0.42,0.01,0.17,0.39,0.16,0.29,0.73,0.34,0.24,0.67
1083,0.5,0.24,0.02,0.65,0.59,0.64,0.57,0.35,0.53,0.51,0.68
1084,0.08,0.4,0.0,0.4,0.67,0.38,0.49,0.59,0.76,0.13,0.06
1085,0.04,0.51,0.01,0.51,0.5,0.46,0.52,0.65,0.21,0.14,0.07
1086,0.01,0.04,0.0,0.42,0.49,0.4,0.41,0.46,0.71,0.5,0.24
1087,0.02,0.4,0.0,0.53,0.69,0.48,0.64,0.78,0.47,0.07,0.03
1088,1.0,0.18,0.02,0.86,0.69,0.83,0.75,0.3,0.47,0.6,0.24
1089,0.17,0.98,0.03,0.69,0.88,0.64,0.65,0.65,0.9,0.02,0.04
1090,0.01,0.0,0.0,0.34,0.36,0.39,0.3,0.15,0.58,0.89,0.41
1091,0.31,0.26,0.01,0.34,0.44,0.58,0.59,0.32,0.14,1.0,0.19
1092,0.14,0.49,0.06,0.64,0.61,0.64,0.62,0.62,0.29,0.18,0.39
1093,0.05,0.53,0.0,0.73,0.76,0.67,0.7,0.85,0.29,0.01,0.18
1094,0.08,0.27,0.0,0.28,0.17,0.36,0.34,0.33,0.22,0.75,0.16
1095,0.02,0.28,0.0,0.47,0.65,0.44,0.54,0.78,0.51,0.12,0.02
1096,0.93,0.58,0.08,0.78,0.46,0.76,0.7,0.56,0.39,0.37,0.27
1097,0.05,0.66,0.01,0.62,0.85,0.57,0.58,0.56,0.96,0.05,0.06
1098,0.06,0.78,0.0,0.51,0.91,0.46,0.48,0.38,0.73,0.07,0.06
1099,0.03,0.1,0.0,0.37,0.56,0.42,0.38,0.24,0.61,0.51,0.42
1100,0.08,0.73,0.02,0.28,0.58,0.94,0.25,0.8,0.11,0.09,0.14
1101,0.49,0.62,0.16,0.32,0.54,0.3,0.38,0.58,0.48,0.21,0.2
1102,0.08,0.47,0.0,0.52,0.78,0.49,0.52,0.52,0.69,0.06,0.06
1103,0.04,0.2,0.0,0.51,0.76,0.5,0.57,0.7,0.6,0.24,0.15
1104,1.0,0.16,0.15,0.88,0.61,0.81,0.89,0.31,0.58,0.88,0.31
1105,0.03,0.37,0.0,0.36,0.72,0.45,0.46,0.55,0.46,0.2,0.17
1106,0.03,0.25,0.01,0.29,0.59,0.35,0.38,0.5,0.38,0.39,0.09
1107,0.13,0.36,0.0,0.71,0.69,0.65,0.63,0.69,0.55,0.19,0.26
1108,0.01,0.13,0.0,0.65,0.82,0.61,0.64,0.69,0.4,0.14,0.06
1109,0.93,0.19,0.03,0.46,0.38,0.44,0.58,0.38,0.5,0.59,0.61
1110,0.02,0.5,0.0,0.28,0.73,0.28,0.4,0.7,0.21,0.16,0.29
1111,0.03,0.04,0.0,0.44,0.32,0.42,0.45,0.4,0.69,0.55,0.16
1112,0.01,0.32,0.0,0.38,0.71,0.35,0.46,0.68,0.58,0.08,0.11
1113,0.15,0.5,0.04,0.36,0.62,0.33,0.54,0.55,0.77,0.14,0.15
1114,0.06,0.17,0.01,0.66,0.83,0.6,0.68,0.71,0.77,0.09,0.05
1115,0.11,0.26,0.03,0.29,0.6,0.45,0.41,0.35,0.17,0.55,0.09
1116,0.04,0.22,0.0,0.35,0.48,0.55,0.42,0.3,0.37,0.53,0.08
1117,0.09,0.45,0.01,0.41,0.59,0.4,0.43,0.71,0.34,0.16,0.09
1118,0.06,0.32,0.01,0.46,0.68,0.43,0.48,0.68,0.47,0.19,0.35
1119,0.09,0.43,0.01,0.19,0.66,0.18,0.43,0.6,0.48,0.15,0.07
1120,0.0,0.33,0.0,0.32,0.68,0.4,0.48,0.46,0.48,0.22,0.55
1121,0.29,0.44,0.05,0.23,0.43,0.21,0.18,0.21,0.5,0.29,0.58
1122,0.05,0.46,0.0,0.3,0.54,0.34,0.41,0.51,0.5,0.15,0.03
1123,0.11,0.6,0.04,0.08,0.52,0.08,0.04,0.01,0.46,0.14,0.14
1124,0.05,0.14,0.01,0.38,0.3,0.37,0.38,0.57,0.52,0.33,0.52
1125,0.04,0.34,0.0,0.66,0.72,0.6,0.71,0.76,0.38,0.11,0.09
1126,0.16,0.43,0.13,0.6,0.54,0.58,0.62,0.52,0.39,0.21,0.6
1127,0.05,0.15,0.04,0.41,0.26,0.43,0.47,0.38,0.54,0.7,1.0
1128,0.01,0.27,0.0,0.46,0.86,0.42,0.6,0.59,0.52,0.04,0.01
1129,0.21,0.12,0.0,0.38,0.53,0.42,0.34,0.3,0.44,0.58,0.54
1130,0.25,0.11,0.0,0.4,0.06,0.52,0.42,0.28,0.37,0.94,0.12
1131,0.04,0.14,0.0,0.28,0.13,0.28,0.17,0.24,0.49,0.52,0.83
1132,0.25,0.17,0.01,0.54,0.55,0.51,0.55,0.47,0.53,0.5,0.39
1133,0.05,0.13,0.01,0.23,0.38,0.24,0.27,0.38,0.51,0.42,0.29
1134,0.03,0.26,0.0,0.36,0.6,0.33,0.46,0.5,0.58,0.28,0.82
1135,0.03,0.3,0.0,0.29,0.48,0.28,0.38,0.49,0.63,0.12,0.04
1136,0.09,0.32,0.01,0.47,0.66,0.45,0.53,0.51,0.56,0.27,0.01
1137,1.0,0.55,0.17,1.0,0.63,1.0,0.9,0.38,0.43,0.53,0.52
1138,0.09,0.64,0.03,0.5,0.68,0.67,0.57,0.52,0.49,0.13,0.15
1139,0.29,1.0,0.03,0.78,0.83,0.71,0.73,0.83,0.3,0.04,0.13
1140,0.03,0.54,0.0,0.46,0.53,0.43,0.53,0.72,0.42,0.12,0.1
1141,0.1,0.22,0.01,0.5,0.51,0.46,0.52,0.49,0.69,0.3,0.39
1142,0.22,0.42,0.02,0.31,0.45,0.31,0.42,0.53,0.56,0.3,0.1
1143,0.03,0.11,0.0,0.4,0.7,0.44,0.43,0.31,0.91,0.23,0.07
1144,0.03,0.34,0.02,0.42,0.55,0.42,0.47,0.56,0.67,0.1,0.18
1145,0.03,0.0,0.0,0.48,0.18,0.47,0.44,0.18,0.66,0.96,1.0
1146,0.1,0.51,0.03,0.39,0.58,0.38,0.49,0.58,0.67,0.15,0.12
1147,0.08,0.46,0.01,0.53,0.84,0.49,0.54,0.5,0.78,0.02,0.08
1148,0.09,0.52,0.01,0.23,0.4,0.24,0.33,0.45,0.67,0.25,0.19
1149,0.03,0.07,0.0,0.44,0.6,0.41,0.38,0.34,0.42,0.48,0.1
1150,0.15,0.66,0.04,0.62,0.68,0.58,0.62,0.6,0.59,0.12,0.12
1151,0.09,0.28,0.01,0.59,0.88,0.53,0.63,0.5,0.93,0.05,0.03
1152,0.07,0.12,0.0,0.49,0.16,0.44,0.46,0.26,0.6,0.63,0.33
1153,0.01,0.21,0.0,0.53,0.85,0.49,0.53,0.4,0.97,0.13,0.04
1154,0.03,0.13,0.0,0.37,0.67,0.52,0.45,0.43,0.31,0.44,0.11
1155,0.05,0.38,0.01,0.3,0.39,0.32,0.4,0.44,0.6,0.3,0.14
1156,0.37,0.77,0.2,0.41,0.65,0.37,0.48,0.62,0.51,0.12,0.26
1157,0.02,0.09,0.0,0.29,0.71,0.31,0.32,0.29,0.61,0.29,0.22
1158,0.04,0.08,0.0,0.3,0.56,0.31,0.33,0.46,0.55,0.44,0.07
1159,0.02,0.07,0.0,0.36,0.29,0.39,0.34,0.23,0.54,0.66,0.87
1160,0.03,0.06,0.0,0.34,0.26,0.4,0.27,0.34,0.53,0.61,1.0
1161,0.02,0.02,0.0,0.33,0.52,0.35,0.35,0.28,0.55,0.62,0.28
1162,0.05,0.19,0.0,0.28,0.48,0.31,0.31,0.61,0.45,0.29,0.46
1163,0.06,0.19,0.16,0.45,0.03,0.44,0.47,0.35,0.65,0.58,1.0
1164,0.03,0.01,0.0,0.5,0.33,0.47,0.49,0.38,0.66,0.71,0.63
1165,0.04,0.08,0.0,0.36,0.52,0.33,0.35,0.32,0.67,0.52,0.05
1166,0.27,0.13,0.02,0.53,0.8,0.6,0.58,0.42,0.73,0.14,0.12
1167,0.01,0.2,0.0,0.24,0.6,0.24,0.31,0.48,0.64,0.21,0.06
1168,0.04,0.28,0.0,0.47,0.75,0.44,0.58,0.68,0.37,0.19,0.28
1169,0.05,0.26,0.01,1.0,0.75,1.0,1.0,0.79,0.59,0.17,0.04
1170,0.07,0.76,0.02,0.04,0.67,0.04,0.0,0.21,0.62,0.11,0.1
1171,0.03,0.43,0.0,0.38,0.69,0.35,0.46,0.62,0.69,0.07,0.03
1172,0.35,0.4,0.14,0.56,0.61,0.54,0.54,0.43,0.31,0.34,0.34
1173,0.04,0.03,0.0,0.41,0.05,0.47,0.42,0.21,0.54,0.78,0.39
1174,0.05,0.44,0.01,0.34,0.61,0.36,0.34,0.68,0.34,0.16,0.16
1175,0.03,0.64,0.01,0.49,0.7,0.57,0.58,0.64,0.74,0.03,0.06
1176,0.07,0.23,0.0,0.38,0.56,0.39,0.49,0.5,0.56,0.28,0.03
1177,0.02,0.06,0.0,0.25,0.62,0.32,0.25,0.19,0.57,0.54,0.17
1178,0.03,0.0,0.0,0.54,0.2,0.52,0.52,0.14,0.61,1.0,0.54
1179,0.07,0.23,0.01,0.29,0.65,0.97,0.35,0.09,0.0,1.0,0.1
1180,0.56,0.7,0.18,0.54,0.63,0.51,0.55,0.64,0.42,0.25,0.22
1181,0.09,0.38,0.02,0.31,0.6,0.3,0.27,0.4,0.48,0.24,0.18
1182,0.2,0.21,0.15,0.32,0.3,0.33,0.35,0.46,0.48,0.51,1.0
1183,1.0,0.56,0.2,1.0,0.61,1.0,1.0,0.47,0.46,0.41,0.25
1184,0.12,0.16,0.0,0.44,0.69,0.67,0.53,0.13,0.59,0.36,0.0
1185,0.1,0.58,0.01,0.47,0.93,0.43,0.6,0.54,0.86,0.05,0.04
1186,0.01,0.31,0.0,0.51,0.78,0.48,0.64,0.92,0.39,0.14,0.03
1187,0.04,0.7,0.01,0.37,0.75,0.33,0.42,0.68,0.59,0.03,0.04
1188,0.04,0.08,0.01,0.59,0.1,0.54,0.6,0.19,0.76,0.79,0.89
1189,1.0,0.46,0.07,0.82,0.69,0.78,0.57,0.46,0.41,0.4,0.62
1190,0.09,0.22,0.02,0.47,0.38,0.44,0.49,0.47,0.63,0.42,0.34
1191,0.13,0.66,0.01,0.5,1.0,0.57,0.59,0.45,0.77,0.06,0.16
1192,0.03,0.13,0.0,0.37,0.66,0.35,0.38,0.48,0.66,0.23,0.19
1193,0.06,0.42,0.01,0.42,0.84,0.47,0.45,0.6,0.48,0.02,0.03
1194,0.05,0.41,0.0,0.45,0.59,0.43,0.43,0.57,0.43,0.14,0.23
1195,0.12,0.25,0.2,0.42,0.16,0.42,0.47,0.42,0.52,0.59,0.4
1196,1.0,0.41,0.16,1.0,0.36,1.0,1.0,0.26,0.59,0.73,0.9
1197,0.14,0.48,0.06,0.62,0.78,0.57,0.69,0.82,0.34,0.07,0.13
1198,0.0,0.07,0.0,0.34,0.55,0.35,0.36,0.28,0.6,0.49,0.43
1199,0.02,0.16,0.0,0.36,0.63,0.35,0.39,0.48,0.59,0.26,0.53
